filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,proper name,in FULL pattern
rccd171003.0103.fits,A0620-00,06:22:44.52,-00:20:50.3,2017-10-04,08:35:31.566,2458030.85801,240.0,1.27,I,H,A0620-00,2
rccd171003.0108.fits,A0620-00,06:22:44.50,-00:20:45.8,2017-10-04,08:53:23.699,2458030.87042,240.0,1.23,B,H,A0620-00,2
rccd171003.0109.fits,A0620-00,06:22:44.51,-00:20:48.0,2017-10-04,08:58:07.222,2458030.8737,240.0,1.22,V,H,A0620-00,2
rccd171003.0110.fits,A0620-00,06:22:44.56,-00:20:49.5,2017-10-04,09:02:52.715,2458030.87701,240.0,1.21,I,H,A0620-00,2
rccd171005.0098.fits,A0620-00,00:00:00,00:00:00,2017-10-06,07:59:13.562,2458032.832795857,240.0,0.0,B,H,A0620-00,2
rccd171005.0099.fits,A0620-00,00:00:00,00:00:00,2017-10-06,08:03:57.110,2458032.836077662,240.0,0.0,V,H,A0620-00,2
rccd171005.0100.fits,A0620-00,00:00:00,00:00:00,2017-10-06,08:08:42.101,2458032.839376169,240.0,0.0,I,H,A0620-00,2
rccd171006.0096.fits,A0620-00,06:22:44.48,-00:20:45.0,2017-10-07,07:25:46.065,2458033.80956,240.0,1.48,B,H,A0620-00,2
rccd171006.0097.fits,A0620-00,06:22:44.45,-00:20:45.9,2017-10-07,07:30:29.638,2458033.81284,240.0,1.46,V,H,A0620-00,2
rccd171006.0098.fits,A0620-00,06:22:44.49,-00:20:47.2,2017-10-07,07:35:15.010,2458033.81614,240.0,1.44,I,H,A0620-00,2
rccd171007.0088.fits,A0620-00,06:22:44.50,-00:20:46.8,2017-10-08,07:44:47.461,2458034.82277,240.0,1.38,I,H,A0620-00,6
rccd171007.0089.fits,A0620-00,06:22:44.56,-00:20:48.0,2017-10-08,07:49:34.157,2458034.82609,240.0,1.36,V,J,A0620-00,No
rccd171007.0090.fits,A0620-00,06:22:44.62,-00:20:49.2,2017-10-08,07:54:20.855,2458034.82941,240.0,1.34,I,H,A0620-00,6
rccd171007.0091.fits,A0620-00,06:22:44.73,-00:20:49.7,2017-10-08,07:59:07.619,2458034.83273,240.0,1.33,V,J,A0620-00,No
rccd171007.0092.fits,A0620-00,06:22:44.86,-00:20:50.5,2017-10-08,08:03:54.330,2458034.83604,240.0,1.31,I,H,A0620-00,6
rccd171007.0093.fits,A0620-00,06:22:44.96,-00:20:51.0,2017-10-08,08:08:40.935,2458034.83936,240.0,1.3,V,J,A0620-00,No
rccd171007.0094.fits,A0620-00,06:22:44.99,-00:20:51.9,2017-10-08,08:13:27.595,2458034.84268,240.0,1.28,I,H,A0620-00,6
rccd171007.0095.fits,A0620-00,06:22:44.97,-00:20:52.3,2017-10-08,08:18:14.334,2458034.846,240.0,1.27,V,J,A0620-00,No
rccd171007.0096.fits,A0620-00,06:22:44.98,-00:20:52.4,2017-10-08,08:23:00.967,2458034.84931,240.0,1.26,I,H,A0620-00,6
rccd171007.0097.fits,A0620-00,06:22:44.99,-00:20:52.5,2017-10-08,08:27:47.331,2458034.85263,240.0,1.25,V,J,A0620-00,No
rccd171008.0085.fits,A0620-00,06:22:44.41,-00:20:45.5,2017-10-09,07:44:32.528,2458035.8226,240.0,1.37,I,H,A0620-00,6
rccd171008.0086.fits,A0620-00,06:22:44.47,-00:20:45.8,2017-10-09,07:49:19.153,2458035.82592,240.0,1.35,V,J,A0620-00,No
rccd171008.0087.fits,A0620-00,06:22:44.55,-00:20:45.9,2017-10-09,07:54:05.671,2458035.82924,240.0,1.33,I,H,A0620-00,6
rccd171008.0088.fits,A0620-00,06:22:44.66,-00:20:46.2,2017-10-09,07:58:52.283,2458035.83255,240.0,1.32,V,J,A0620-00,No
rccd171008.0089.fits,A0620-00,06:22:44.75,-00:20:46.8,2017-10-09,08:03:38.708,2458035.83587,240.0,1.3,I,H,A0620-00,6
rccd171008.0090.fits,A0620-00,06:22:44.81,-00:20:47.3,2017-10-09,08:08:25.321,2458035.83918,240.0,1.29,V,J,A0620-00,No
rccd171008.0091.fits,A0620-00,06:22:44.79,-00:20:48.1,2017-10-09,08:13:11.705,2458035.8425,240.0,1.27,I,H,A0620-00,6
rccd171008.0092.fits,A0620-00,06:22:44.82,-00:20:48.0,2017-10-09,08:17:58.358,2458035.84582,240.0,1.26,V,J,A0620-00,No
rccd171008.0093.fits,A0620-00,06:22:44.83,-00:20:47.2,2017-10-09,08:22:44.931,2458035.84913,240.0,1.25,I,H,A0620-00,6
rccd171008.0094.fits,A0620-00,06:22:44.79,-00:20:47.3,2017-10-09,08:27:31.557,2458035.85245,240.0,1.24,V,J,A0620-00,No
rccd171010.0113.fits,A0620-00,06:22:44.48,-00:20:44.9,2017-10-11,08:51:47.213,2458037.86929,240.0,1.19,B,H,A0620-00,2
rccd171010.0114.fits,A0620-00,06:22:44.53,-00:20:46.6,2017-10-11,08:56:30.456,2458037.87257,240.0,1.18,V,H,A0620-00,2
rccd171010.0115.fits,A0620-00,06:22:44.61,-00:20:47.7,2017-10-11,09:01:15.509,2458037.87587,240.0,1.18,I,H,A0620-00,2
rccd171011.0084.fits,A0620-00,06:22:44.48,-00:20:45.0,2017-10-12,07:38:30.999,2458038.81842,240.0,1.34,B,H,A0620-00,2
rccd171011.0085.fits,A0620-00,06:22:44.50,-00:20:45.7,2017-10-12,07:43:14.143,2458038.82169,240.0,1.33,V,H,A0620-00,2
rccd171011.0086.fits,A0620-00,06:22:44.62,-00:20:46.0,2017-10-12,07:47:58.988,2458038.82499,240.0,1.31,I,H,A0620-00,2
rccd171011.0099.fits,A0620-00,06:22:44.52,-00:20:46.6,2017-10-12,08:49:05.931,2458038.86743,240.0,1.19,B,H,A0620-00,2
rccd171011.0100.fits,A0620-00,06:22:44.62,-00:20:47.6,2017-10-12,08:53:48.946,2458038.87071,240.0,1.18,V,H,A0620-00,2
rccd171011.0101.fits,A0620-00,06:22:44.70,-00:20:48.6,2017-10-12,08:58:33.867,2458038.874,240.0,1.17,I,H,A0620-00,2
rccd171012.0078.fits,A0620-00,06:22:44.47,-00:20:45.1,2017-10-13,06:32:37.378,2458039.77265,240.0,1.67,B,H,A0620-00,2
rccd171012.0079.fits,A0620-00,06:22:44.36,-00:20:46.1,2017-10-13,06:37:20.960,2458039.77594,240.0,1.64,V,H,A0620-00,2
rccd171012.0080.fits,A0620-00,06:22:44.24,-00:20:46.5,2017-10-13,06:42:05.927,2458039.77923,240.0,1.6,I,H,A0620-00,2
rccd171012.0091.fits,A0620-00,06:22:44.50,-00:20:45.0,2017-10-13,07:36:45.302,2458039.81719,240.0,1.34,B,H,A0620-00,2
rccd171012.0092.fits,A0620-00,06:22:44.59,-00:20:46.8,2017-10-13,07:41:29.050,2458039.82047,240.0,1.32,V,H,A0620-00,2
rccd171012.0093.fits,A0620-00,06:22:44.70,-00:20:48.1,2017-10-13,07:46:14.581,2458039.82378,240.0,1.31,I,H,A0620-00,2
rccd171013.0090.fits,A0620-00,06:22:44.50,-00:20:45.2,2017-10-14,07:30:06.279,2458040.81257,240.0,1.35,B,H,A0620-00,2
rccd171013.0091.fits,A0620-00,06:22:44.55,-00:20:46.6,2017-10-14,07:34:49.564,2458040.81585,240.0,1.33,V,H,A0620-00,2
rccd171013.0092.fits,A0620-00,06:22:44.64,-00:20:47.1,2017-10-14,07:39:34.630,2458040.81915,240.0,1.32,I,H,A0620-00,2
rccd171014.0094.fits,A0620-00,06:22:44.49,-00:20:45.2,2017-10-15,07:54:19.545,2458041.82939,240.0,1.26,B,H,A0620-00,2
rccd171014.0095.fits,A0620-00,06:22:44.51,-00:20:46.9,2017-10-15,07:59:03.288,2458041.83268,240.0,1.25,V,H,A0620-00,2
rccd171014.0096.fits,A0620-00,06:22:44.48,-00:20:47.7,2017-10-15,08:03:48.990,2458041.83598,240.0,1.24,I,H,A0620-00,2
rccd171016.0090.fits,A0620-00,06:22:44.51,-00:20:44.9,2017-10-17,08:13:00.129,2458043.84237,240.0,1.21,B,H,A0620-00,2
rccd171016.0091.fits,A0620-00,06:22:44.44,-00:20:48.8,2017-10-17,08:17:43.317,2458043.84564,240.0,1.2,V,H,A0620-00,2
rccd171016.0092.fits,A0620-00,06:22:44.45,-00:20:50.8,2017-10-17,08:22:28.235,2458043.84894,240.0,1.19,I,H,A0620-00,2
rccd171017.0012.fits,A0620-00,06:22:44.49,-00:20:44.9,2017-10-18,07:59:19.788,2458044.83286,240.0,1.23,B,H,A0620-00,2
rccd171017.0013.fits,A0620-00,06:22:44.48,-00:20:45.4,2017-10-18,08:04:03.419,2458044.83615,240.0,1.22,V,H,A0620-00,2
rccd171017.0014.fits,A0620-00,06:22:44.50,-00:20:46.4,2017-10-18,08:08:48.900,2458044.83945,240.0,1.21,I,H,A0620-00,2
rccd171018.0108.fits,A0620-00,06:22:44.44,-00:20:45.7,2017-10-19,08:16:51.593,2458045.84504,240.0,1.19,B,H,A0620-00,2
rccd171018.0109.fits,A0620-00,06:22:44.49,-00:20:46.6,2017-10-19,08:21:34.813,2458045.84832,240.0,1.19,V,H,A0620-00,2
rccd171018.0110.fits,A0620-00,06:22:44.54,-00:20:47.4,2017-10-19,08:26:19.726,2458045.85162,240.0,1.18,I,H,A0620-00,2
rccd171019.0086.fits,A0620-00,06:22:44.50,-00:20:44.9,2017-10-20,07:34:18.295,2458046.81549,240.0,1.26,B,H,A0620-00,2
rccd171019.0087.fits,A0620-00,06:22:44.49,-00:20:45.1,2017-10-20,07:39:01.539,2458046.81877,240.0,1.25,V,H,A0620-00,2
rccd171019.0088.fits,A0620-00,06:22:44.46,-00:20:45.5,2017-10-20,07:43:46.499,2458046.82207,240.0,1.24,I,H,A0620-00,2
rccd171020.0091.fits,A0620-00,06:22:44.49,-00:20:45.1,2017-10-21,07:16:30.131,2458047.80312,240.0,1.3,B,H,A0620-00,2
rccd171020.0092.fits,A0620-00,06:22:44.55,-00:20:48.1,2017-10-21,07:21:13.526,2458047.8064,240.0,1.29,V,H,A0620-00,2
rccd171020.0093.fits,A0620-00,06:22:44.60,-00:20:49.8,2017-10-21,07:25:58.625,2458047.80971,240.0,1.27,I,H,A0620-00,2
rccd171021.0086.fits,A0620-00,06:22:44.54,-00:20:44.8,2017-10-22,07:35:59.279,2458048.81666,240.0,1.24,B,H,A0620-00,2
rccd171021.0087.fits,A0620-00,06:22:44.53,-00:20:45.3,2017-10-22,07:40:42.406,2458048.81994,240.0,1.23,V,H,A0620-00,2
rccd171021.0088.fits,A0620-00,06:22:44.54,-00:20:45.9,2017-10-22,07:45:27.450,2458048.82324,240.0,1.22,I,H,A0620-00,2
rccd171022.0075.fits,A0620-00,06:22:44.49,-00:20:45.3,2017-10-23,07:49:43.707,2458049.8262,240.0,1.21,B,H,A0620-00,2
rccd171022.0076.fits,A0620-00,06:22:44.49,-00:20:48.4,2017-10-23,07:54:27.391,2458049.82948,240.0,1.2,V,H,A0620-00,2
rccd171022.0077.fits,A0620-00,06:22:44.51,-00:20:49.4,2017-10-23,07:59:12.900,2458049.83279,240.0,1.19,I,H,A0620-00,2
rccd171023.0092.fits,A0620-00,06:22:44.48,-00:20:44.8,2017-10-24,07:05:35.022,2458050.79553,240.0,1.3,B,H,A0620-00,2
rccd171023.0093.fits,A0620-00,06:22:44.47,-00:20:46.9,2017-10-24,07:10:18.704,2458050.79882,240.0,1.29,V,H,A0620-00,2
rccd171023.0094.fits,A0620-00,06:22:44.46,-00:20:48.0,2017-10-24,07:15:04.248,2458050.80212,240.0,1.27,I,H,A0620-00,2
rccd171024.0094.fits,A0620-00,06:22:44.49,-00:20:44.7,2017-10-25,07:38:00.851,2458051.81806,240.0,1.21,B,H,A0620-00,2
rccd171024.0095.fits,A0620-00,06:22:44.51,-00:20:47.6,2017-10-25,07:42:44.275,2458051.82134,240.0,1.21,V,H,A0620-00,2
rccd171024.0096.fits,A0620-00,06:22:44.50,-00:20:49.0,2017-10-25,07:47:29.617,2458051.82464,240.0,1.2,I,H,A0620-00,2
rccd171025.0080.fits,A0620-00,06:22:44.50,-00:20:44.7,2017-10-26,07:43:02.377,2458052.82155,240.0,1.2,B,H,A0620-00,2
rccd171025.0081.fits,A0620-00,06:22:44.54,-00:20:49.1,2017-10-26,07:47:45.924,2458052.82483,240.0,1.19,V,H,A0620-00,2
rccd171025.0082.fits,A0620-00,06:22:44.60,-00:20:51.0,2017-10-26,07:52:31.482,2458052.82814,240.0,1.19,I,H,A0620-00,2
rccd171026.0080.fits,A0620-00,06:22:44.48,-00:20:44.9,2017-10-27,06:50:43.066,2458053.78522,240.0,1.31,B,H,A0620-00,2
rccd171026.0081.fits,A0620-00,06:22:44.55,-00:20:45.5,2017-10-27,06:55:26.235,2458053.78849,240.0,1.29,V,H,A0620-00,2
rccd171026.0082.fits,A0620-00,06:22:44.63,-00:20:45.8,2017-10-27,07:00:11.308,2458053.7918,240.0,1.28,I,H,A0620-00,2
rccd171027.0083.fits,A0620-00,06:22:44.50,-00:20:45.0,2017-10-28,06:40:59.557,2458054.77847,240.0,1.33,B,H,A0620-00,2
rccd171027.0084.fits,A0620-00,06:22:44.60,-00:20:49.1,2017-10-28,06:45:42.873,2458054.78175,240.0,1.31,V,H,A0620-00,2
rccd171027.0085.fits,A0620-00,06:22:44.68,-00:20:50.5,2017-10-28,06:50:27.957,2458054.78505,240.0,1.3,I,H,A0620-00,2
rccd171028.0086.fits,A0620-00,06:22:44.48,-00:20:44.9,2017-10-29,07:24:00.363,2458055.80834,240.0,1.21,B,H,A0620-00,2
rccd171028.0087.fits,A0620-00,06:22:44.48,-00:20:45.7,2017-10-29,07:28:44.084,2458055.81162,240.0,1.2,V,H,A0620-00,2
rccd171028.0088.fits,A0620-00,06:22:44.48,-00:20:46.6,2017-10-29,07:33:29.694,2458055.81493,240.0,1.2,I,H,A0620-00,2
rccd171029.0080.fits,A0620-00,06:22:44.50,-00:20:45.0,2017-10-30,06:50:01.960,2458056.78474,240.0,1.28,B,H,A0620-00,2
rccd171029.0081.fits,A0620-00,06:22:44.49,-00:20:48.3,2017-10-30,06:54:45.580,2458056.78803,240.0,1.26,V,H,A0620-00,2
rccd171029.0082.fits,A0620-00,06:22:44.55,-00:20:49.2,2017-10-30,06:59:30.997,2458056.79133,240.0,1.25,I,H,A0620-00,2
rccd171030.0074.fits,A0620-00,06:22:44.52,-00:20:45.3,2017-10-31,06:44:35.253,2458057.78096,240.0,1.28,B,H,A0620-00,2
rccd171030.0075.fits,A0620-00,06:22:44.52,-00:20:45.9,2017-10-31,06:49:18.391,2458057.78424,240.0,1.27,V,H,A0620-00,2
rccd171030.0076.fits,A0620-00,06:22:44.54,-00:20:46.1,2017-10-31,06:54:03.420,2458057.78754,240.0,1.26,I,H,A0620-00,2
rccd171031.0072.fits,A0620-00,06:22:44.50,-00:20:45.1,2017-11-01,06:19:07.276,2458058.76328,240.0,1.35,B,H,A0620-00,2
rccd171031.0073.fits,A0620-00,06:22:44.55,-00:20:46.6,2017-11-01,06:23:50.950,2458058.76656,240.0,1.33,V,H,A0620-00,2
rccd171031.0074.fits,A0620-00,06:22:44.69,-00:20:47.0,2017-11-01,06:28:35.844,2458058.76986,240.0,1.32,I,H,A0620-00,2
rccd171104.0069.fits,A0620-00,06:22:44.51,-00:20:44.8,2017-11-05,06:39:56.798,2458062.77775,240.0,1.24,B,H,A0620-00,2
rccd171104.0070.fits,A0620-00,06:22:44.50,-00:20:47.3,2017-11-05,06:44:39.955,2458062.78102,240.0,1.23,V,H,A0620-00,2
rccd171104.0071.fits,A0620-00,06:22:44.45,-00:20:48.3,2017-11-05,06:49:24.974,2458062.78432,240.0,1.22,I,H,A0620-00,2
rccd171105.0064.fits,A0620-00,06:22:44.48,-00:20:45.6,2017-11-06,05:44:49.074,2458063.73945,240.0,1.4,B,H,A0620-00,2
rccd171105.0065.fits,A0620-00,06:22:44.53,-00:20:49.5,2017-11-06,05:49:32.734,2458063.74273,240.0,1.38,V,H,A0620-00,2
rccd171105.0066.fits,A0620-00,06:22:44.56,-00:20:51.1,2017-11-06,05:54:18.230,2458063.74604,240.0,1.37,I,H,A0620-00,2
rccd171105.0084.fits,A0620-00,06:22:44.50,-00:20:45.3,2017-11-06,07:03:05.255,2458063.7938,240.0,1.2,B,H,A0620-00,2
rccd171105.0085.fits,A0620-00,06:22:44.58,-00:20:47.5,2017-11-06,07:07:48.320,2458063.79708,240.0,1.19,V,H,A0620-00,2
rccd171105.0086.fits,A0620-00,06:22:44.67,-00:20:48.8,2017-11-06,07:12:33.300,2458063.80038,240.0,1.18,I,H,A0620-00,2
rccd171106.0130.fits,A0620-00,06:22:44.49,-00:20:45.2,2017-11-07,06:13:32.390,2458064.7594,240.0,1.29,B,H,A0620-00,2
rccd171106.0131.fits,A0620-00,06:22:44.52,-00:20:48.5,2017-11-07,06:18:15.539,2458064.76268,240.0,1.28,V,H,A0620-00,2
rccd171106.0132.fits,A0620-00,06:22:44.55,-00:20:49.7,2017-11-07,06:23:00.566,2458064.76597,240.0,1.27,I,H,A0620-00,2
rccd171108.0164.fits,A0620-00,06:22:44.50,-00:20:44.7,2017-11-09,07:24:13.602,2458066.80849,240.0,1.16,B,H,A0620-00,2
rccd171108.0165.fits,A0620-00,06:22:44.43,-00:20:43.6,2017-11-09,07:28:57.380,2458066.81178,240.0,1.16,V,H,A0620-00,2
rccd171108.0166.fits,A0620-00,06:22:44.46,-00:20:42.7,2017-11-09,07:33:42.889,2458066.81508,240.0,1.16,I,H,A0620-00,2
rccd171109.0132.fits,A0620-00,06:22:44.51,-00:20:44.7,2017-11-10,06:21:45.370,2458067.76511,240.0,1.24,B,H,A0620-00,2
rccd171109.0133.fits,A0620-00,06:22:44.45,-00:20:45.1,2017-11-10,06:26:29.029,2458067.7684,240.0,1.23,V,H,A0620-00,2
rccd171109.0134.fits,A0620-00,06:22:44.46,-00:20:46.1,2017-11-10,06:31:14.565,2458067.7717,240.0,1.22,I,H,A0620-00,2
rccd171110.0068.fits,A0620-00,06:22:44.55,-00:20:49.9,2017-11-11,06:07:37.840,2458068.7553,240.0,1.26,I,H,A0620-00,6
rccd171110.0069.fits,A0620-00,06:22:44.60,-00:20:50.7,2017-11-11,06:12:24.537,2458068.75861,240.0,1.25,V,J,A0620-00,No
rccd171110.0070.fits,A0620-00,06:22:44.57,-00:20:51.7,2017-11-11,06:17:10.967,2458068.76193,240.0,1.24,I,H,A0620-00,6
rccd171110.0071.fits,A0620-00,06:22:44.51,-00:20:53.0,2017-11-11,06:21:57.504,2458068.76525,240.0,1.23,V,J,A0620-00,No
rccd171110.0072.fits,A0620-00,06:22:44.47,-00:20:54.6,2017-11-11,06:26:44.029,2458068.76856,240.0,1.22,I,H,A0620-00,6
rccd171110.0073.fits,A0620-00,06:22:44.44,-00:20:56.2,2017-11-11,06:31:30.526,2458068.77188,240.0,1.21,V,J,A0620-00,No
rccd171110.0074.fits,A0620-00,06:22:44.41,-00:20:57.6,2017-11-11,06:36:17.012,2458068.77519,240.0,1.21,I,H,A0620-00,6
rccd171110.0075.fits,A0620-00,06:22:44.36,-00:20:58.5,2017-11-11,06:41:03.644,2458068.77851,240.0,1.2,V,J,A0620-00,No
rccd171110.0076.fits,A0620-00,06:22:44.39,-00:20:59.2,2017-11-11,06:45:50.144,2458068.78183,240.0,1.19,I,H,A0620-00,6
rccd171110.0077.fits,A0620-00,06:22:44.45,-00:20:59.6,2017-11-11,06:50:36.831,2458068.78515,240.0,1.19,V,J,A0620-00,No
rccd171111.0136.fits,A0620-00,06:22:44.49,-00:20:45.1,2017-11-12,06:48:04.328,2458069.78338,240.0,1.18,B,H,A0620-00,2
rccd171111.0137.fits,A0620-00,06:22:44.57,-00:20:45.5,2017-11-12,06:52:47.914,2458069.78666,240.0,1.18,V,H,A0620-00,2
rccd171111.0138.fits,A0620-00,06:22:44.60,-00:20:45.9,2017-11-12,06:57:33.339,2458069.78997,240.0,1.17,I,H,A0620-00,2
rccd171112.0127.fits,A0620-00,06:22:44.49,-00:20:45.1,2017-11-13,06:30:09.220,2458070.77094,240.0,1.2,B,H,A0620-00,2
rccd171112.0128.fits,A0620-00,06:22:44.43,-00:20:47.0,2017-11-13,06:34:52.404,2458070.77422,240.0,1.2,V,H,A0620-00,2
rccd171112.0129.fits,A0620-00,06:22:44.46,-00:20:48.2,2017-11-13,06:39:37.463,2458070.77752,240.0,1.19,I,H,A0620-00,2
rccd171113.0135.fits,A0620-00,06:22:44.50,-00:20:45.2,2017-11-14,06:01:54.068,2458071.75132,240.0,1.25,B,H,A0620-00,2
rccd171113.0136.fits,A0620-00,06:22:44.47,-00:20:45.8,2017-11-14,06:06:37.424,2458071.7546,240.0,1.24,V,H,A0620-00,2
rccd171113.0137.fits,A0620-00,06:22:44.44,-00:20:46.7,2017-11-14,06:11:22.346,2458071.7579,240.0,1.23,I,H,A0620-00,2
rccd171114.0128.fits,A0620-00,06:22:44.50,-00:20:45.1,2017-11-15,06:25:36.066,2458072.76778,240.0,1.2,B,H,A0620-00,2
rccd171114.0129.fits,A0620-00,06:22:44.54,-00:20:47.8,2017-11-15,06:30:19.240,2458072.77105,240.0,1.19,V,H,A0620-00,2
rccd171114.0130.fits,A0620-00,06:22:44.56,-00:20:49.5,2017-11-15,06:35:04.277,2458072.77435,240.0,1.19,I,H,A0620-00,2
rccd171115.0103.fits,A0620-00,06:22:44.59,-00:20:45.4,2017-11-16,06:06:40.997,2458073.75464,240.0,1.22,B,H,A0620-00,2
rccd171115.0104.fits,A0620-00,06:22:44.55,-00:20:50.3,2017-11-16,06:11:24.687,2458073.75792,240.0,1.21,V,H,A0620-00,2
rccd171115.0105.fits,A0620-00,06:22:44.57,-00:20:52.7,2017-11-16,06:16:10.093,2458073.76123,240.0,1.21,I,H,A0620-00,2
rccd171116.0144.fits,A0620-00,06:22:44.51,-00:20:44.8,2017-11-17,07:07:54.122,2458074.79716,240.0,1.16,B,H,A0620-00,2
rccd171116.0145.fits,A0620-00,06:22:44.44,-00:20:47.6,2017-11-17,07:12:37.387,2458074.80044,240.0,1.15,V,H,A0620-00,2
rccd171116.0146.fits,A0620-00,06:22:44.43,-00:20:49.5,2017-11-17,07:17:22.491,2458074.80374,240.0,1.15,I,H,A0620-00,2
rccd171117.0123.fits,A0620-00,06:22:44.51,-00:20:44.7,2017-11-18,06:02:52.380,2458075.75198,240.0,1.22,B,H,A0620-00,2
rccd171117.0124.fits,A0620-00,06:22:44.54,-00:20:47.6,2017-11-18,06:07:36.094,2458075.75527,240.0,1.21,V,H,A0620-00,2
rccd171117.0125.fits,A0620-00,06:22:44.51,-00:20:49.2,2017-11-18,06:12:21.657,2458075.75857,240.0,1.2,I,H,A0620-00,2
rccd171118.0133.fits,A0620-00,06:22:44.50,-00:20:44.9,2017-11-19,06:33:02.340,2458076.77294,240.0,1.17,B,H,A0620-00,2
rccd171118.0134.fits,A0620-00,06:22:44.47,-00:20:45.7,2017-11-19,06:37:45.551,2458076.77622,240.0,1.17,V,H,A0620-00,2
rccd171118.0135.fits,A0620-00,06:22:44.48,-00:20:46.1,2017-11-19,06:42:30.598,2458076.77952,240.0,1.16,I,H,A0620-00,2
rccd171119.0120.fits,A0620-00,06:22:44.51,-00:20:44.9,2017-11-20,05:53:20.368,2458077.74537,240.0,1.22,B,H,A0620-00,2
rccd171119.0121.fits,A0620-00,06:22:44.55,-00:20:49.1,2017-11-20,05:58:03.492,2458077.74865,240.0,1.21,V,H,A0620-00,2
rccd171119.0122.fits,A0620-00,06:22:44.55,-00:20:51.1,2017-11-20,06:02:48.653,2458077.75195,240.0,1.2,I,H,A0620-00,2
rccd171120.0128.fits,A0620-00,06:22:44.50,-00:20:45.5,2017-11-21,06:32:07.239,2458078.77231,240.0,1.17,B,H,A0620-00,2
rccd171120.0129.fits,A0620-00,06:22:44.48,-00:20:47.6,2017-11-21,06:36:50.792,2458078.77559,240.0,1.16,V,H,A0620-00,2
rccd171120.0130.fits,A0620-00,06:22:44.49,-00:20:48.5,2017-11-21,06:41:36.180,2458078.77889,240.0,1.16,I,H,A0620-00,2
rccd171121.0118.fits,A0620-00,06:22:44.50,-00:20:44.9,2017-11-22,06:12:07.870,2458079.75843,240.0,1.18,B,H,A0620-00,2
rccd171121.0119.fits,A0620-00,06:22:44.56,-00:20:45.7,2017-11-22,06:16:50.935,2458079.76171,240.0,1.18,V,H,A0620-00,2
rccd171121.0120.fits,A0620-00,06:22:44.57,-00:20:46.4,2017-11-22,06:21:35.824,2458079.765,240.0,1.17,I,H,A0620-00,2
rccd171122.0113.fits,A0620-00,06:22:44.49,-00:20:45.5,2017-11-23,05:01:30.226,2458080.70939,240.0,1.32,I,H,A0620-00,6
rccd171122.0114.fits,A0620-00,06:22:44.56,-00:20:46.9,2017-11-23,05:06:16.329,2458080.7127,240.0,1.3,V,J,A0620-00,No
rccd171122.0115.fits,A0620-00,06:22:44.59,-00:20:47.7,2017-11-23,05:11:02.433,2458080.71601,240.0,1.29,I,H,A0620-00,6
rccd171122.0116.fits,A0620-00,06:22:44.61,-00:20:48.5,2017-11-23,05:15:48.658,2458080.71932,240.0,1.28,V,J,A0620-00,No
rccd171122.0117.fits,A0620-00,06:22:44.61,-00:20:48.9,2017-11-23,05:20:34.708,2458080.72263,240.0,1.26,I,H,A0620-00,6
rccd171122.0118.fits,A0620-00,06:22:44.64,-00:20:49.3,2017-11-23,05:25:20.933,2458080.72594,240.0,1.25,V,J,A0620-00,No
rccd171122.0119.fits,A0620-00,06:22:44.58,-00:20:50.1,2017-11-23,05:30:06.984,2458080.72925,240.0,1.24,I,H,A0620-00,6
rccd171122.0120.fits,A0620-00,06:22:44.53,-00:20:50.9,2017-11-23,05:34:53.155,2458080.73257,240.0,1.23,V,J,A0620-00,No
rccd171122.0121.fits,A0620-00,06:22:44.52,-00:20:52.2,2017-11-23,05:39:39.287,2458080.73588,240.0,1.22,I,H,A0620-00,6
rccd171122.0122.fits,A0620-00,06:22:44.53,-00:20:53.3,2017-11-23,05:44:25.500,2458080.73919,240.0,1.21,V,J,A0620-00,No
rccd171122.0129.fits,A0620-00,06:22:44.50,-00:20:45.1,2017-11-23,06:15:36.016,2458080.76084,240.0,1.17,I,H,A0620-00,6
rccd171122.0130.fits,A0620-00,06:22:44.53,-00:20:47.0,2017-11-23,06:20:22.046,2458080.76415,240.0,1.17,V,J,A0620-00,No
rccd171122.0131.fits,A0620-00,06:22:44.50,-00:20:47.5,2017-11-23,06:25:08.184,2458080.76746,240.0,1.16,I,H,A0620-00,6
rccd171122.0132.fits,A0620-00,06:22:44.47,-00:20:47.8,2017-11-23,06:29:54.376,2458080.77077,240.0,1.16,V,J,A0620-00,No
rccd171122.0133.fits,A0620-00,06:22:44.44,-00:20:47.8,2017-11-23,06:34:40.475,2458080.77409,240.0,1.16,I,H,A0620-00,6
rccd171122.0134.fits,A0620-00,06:22:44.42,-00:20:47.7,2017-11-23,06:39:26.681,2458080.7774,240.0,1.16,V,J,A0620-00,No
rccd171122.0135.fits,A0620-00,06:22:44.40,-00:20:47.6,2017-11-23,06:44:12.902,2458080.78071,240.0,1.16,I,H,A0620-00,6
rccd171122.0136.fits,A0620-00,06:22:44.32,-00:20:47.4,2017-11-23,06:48:59.203,2458080.78403,240.0,1.15,V,J,A0620-00,No
rccd171122.0137.fits,A0620-00,06:22:44.32,-00:20:47.5,2017-11-23,06:53:45.331,2458080.78734,240.0,1.15,I,H,A0620-00,6
rccd171122.0138.fits,A0620-00,06:22:44.35,-00:20:47.9,2017-11-23,06:58:31.579,2458080.79065,240.0,1.15,V,J,A0620-00,No
rccd171123.0128.fits,A0620-00,06:22:44.50,-00:20:45.5,2017-11-24,05:59:29.891,2458081.74965,240.0,1.19,B,H,A0620-00,2
