filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,proper name,in FULL pattern
rccd040112.0032.fits,A0620-00,06:22:44.80,-00:20:50.8,2004-01-13,05:25:46,2453017.72623,360.0,1.29,I,H,A0620-00,4
rccd040112.0033.fits,A0620-00,06:22:44.90,-00:20:51.4,2004-01-13,05:32:52,2453017.73116,360.0,1.31,V,H,A0620-00,4
rccd040113.0080.fits,A0620-00,06:22:45.40,-00:20:38.6,2004-01-14,04:50:37,2453018.70182,360.0,1.22,I,H,A0620-00,4
rccd040113.0081.fits,A0620-00,06:22:45.42,-00:20:38.4,2004-01-14,04:57:52,2453018.70685,360.0,1.23,V,H,A0620-00,4
rccd040116.0056.fits,A0620-00,06:22:44.50,-00:20:44.8,2004-01-17,04:31:18,2453021.6884,360.0,1.2,I,H,A0620-00,4
rccd040116.0057.fits,A0620-00,06:22:44.58,-00:20:45.3,2004-01-17,04:40:17,2453021.69464,360.0,1.22,V,H,A0620-00,4
rccd040117.0047.fits,A0620-00,06:22:44.48,-00:20:45.3,2004-01-18,03:37:35,2453022.65111,360.0,1.15,I,H,A0620-00,4
rccd040117.0048.fits,A0620-00,06:22:44.53,-00:20:46.6,2004-01-18,03:45:00,2453022.65625,360.0,1.16,V,H,A0620-00,4
rccd040118.0030.fits,A0620-00,06:22:44.48,-00:20:45.0,2004-01-19,01:55:33,2453023.58025,360.0,1.22,I,H,A0620-00,4
rccd040118.0031.fits,A0620-00,06:22:44.43,-00:20:44.6,2004-01-19,02:02:40,2453023.58519,360.0,1.21,V,H,A0620-00,4
rccd040119.0061.fits,A0620-00,06:22:44.49,-00:20:44.7,2004-01-20,04:11:34,2453024.6747,360.0,1.19,I,H,A0620-00,4
rccd040119.0062.fits,A0620-00,06:22:44.64,-00:20:43.9,2004-01-20,04:18:54,2453024.6798,360.0,1.2,V,H,A0620-00,4
rccd040120.0072.fits,A0620-00,06:22:44.48,-00:20:45.0,2004-01-21,04:11:54,2453025.67493,360.0,1.2,I,H,A0620-00,4
rccd040120.0073.fits,A0620-00,06:22:44.53,-00:20:45.6,2004-01-21,04:20:35,2453025.68096,360.0,1.21,V,H,A0620-00,4
rccd040121.0044.fits,A0620-00,06:22:44.51,-00:20:45.1,2004-01-22,03:56:46,2453026.66442,360.0,1.18,I,H,A0620-00,4
rccd040121.0045.fits,A0620-00,06:22:44.65,-00:20:44.9,2004-01-22,04:03:56,2453026.6694,360.0,1.19,V,H,A0620-00,4
rccd040123.0084.fits,A0620-00,06:22:45.97,-00:20:36.5,2004-01-24,04:21:44,2453028.68177,360.0,1.24,I,H,A0620-00,4
rccd040123.0085.fits,A0620-00,06:22:46.01,-00:20:37.2,2004-01-24,04:29:50,2453028.68739,360.0,1.26,V,H,A0620-00,4
rccd040124.0102.fits,A0620-00,06:22:45.12,-00:20:38.3,2004-01-25,05:09:21,2453029.71483,360.0,1.4,I,H,A0620-00,4
rccd040124.0103.fits,A0620-00,06:22:45.14,-00:20:39.4,2004-01-25,05:17:26,2453029.72045,360.0,1.43,V,H,A0620-00,4
rccd040125.0112.fits,A0620-00,06:22:45.21,-00:20:44.0,2004-01-26,05:01:54,2453030.70966,360.0,1.38,I,H,A0620-00,4
rccd040125.0113.fits,A0620-00,06:22:45.23,-00:20:44.2,2004-01-26,05:10:02,2453030.71531,360.0,1.42,V,H,A0620-00,4
rccd040126.0066.fits,A0620-00,06:22:45.11,-00:20:54.1,2004-01-27,04:54:07,2453031.70425,360.0,1.37,I,H,A0620-00,4
rccd040126.0067.fits,A0620-00,06:22:45.19,-00:20:54.6,2004-01-27,05:02:14,2453031.70988,360.0,1.4,V,H,A0620-00,4
rccd040127.0057.fits,A0620-00,06:22:44.78,-00:20:51.8,2004-01-28,04:10:10,2453032.67373,360.0,1.25,I,H,A0620-00,4
rccd040127.0058.fits,A0620-00,06:22:44.77,-00:20:51.9,2004-01-28,04:18:15,2453032.67935,360.0,1.27,V,H,A0620-00,4
rccd040128.0043.fits,A0620-00,06:22:46.00,-00:20:32.6,2004-01-29,03:38:19,2453033.65161,360.0,1.2,I,H,A0620-00,4
rccd040128.0044.fits,A0620-00,06:22:46.03,-00:20:32.1,2004-01-29,03:46:25,2453033.65723,360.0,1.21,V,H,A0620-00,4
rccd040129.0056.fits,A0620-00,06:22:44.47,-00:20:44.4,2004-01-30,04:28:47,2453034.68666,360.0,1.32,I,H,A0620-00,4
rccd040129.0057.fits,A0620-00,06:22:44.68,-00:20:45.3,2004-01-30,04:36:53,2453034.69229,360.0,1.35,V,H,A0620-00,4
rccd040130.0055.fits,A0620-00,06:22:44.52,-00:20:44.7,2004-01-31,04:15:20,2453035.67732,360.0,1.29,I,H,A0620-00,4
rccd040130.0056.fits,A0620-00,06:22:44.68,-00:20:46.9,2004-01-31,04:23:26,2453035.68294,360.0,1.32,V,H,A0620-00,4
rccd040131.0052.fits,A0620-00,06:22:44.48,-00:20:44.8,2004-02-01,03:14:00,2453036.63473,360.0,1.18,I,H,A0620-00,4
rccd040131.0053.fits,A0620-00,06:22:44.61,-00:20:44.1,2004-02-01,03:22:06,2453036.64035,360.0,1.19,V,H,A0620-00,4
rccd040201.0088.fits,A0620-00,06:22:44.49,-00:20:44.7,2004-02-02,04:24:31,2453037.6837,360.0,1.35,I,H,A0620-00,4
rccd040201.0089.fits,A0620-00,06:22:44.53,-00:20:45.1,2004-02-02,04:32:38,2453037.68934,360.0,1.38,V,H,A0620-00,4
rccd040202.0071.fits,A0620-00,06:22:44.48,-00:20:44.9,2004-02-03,03:36:47,2453038.65055,360.0,1.23,I,H,A0620-00,4
rccd040202.0072.fits,A0620-00,06:22:44.57,-00:20:45.8,2004-02-03,03:44:55,2453038.6562,360.0,1.24,V,H,A0620-00,4
rccd040204.0130.fits,A0620-00,06:22:44.47,-00:20:44.8,2004-02-05,04:54:57,2453040.70483,360.0,1.54,I,H,A0620-00,4
rccd040204.0131.fits,A0620-00,06:22:44.44,-00:20:45.8,2004-02-05,05:03:04,2453040.71046,360.0,1.59,V,H,A0620-00,4
rccd040206.0110.fits,A0620-00,06:22:44.99,-00:20:58.3,2004-02-07,03:57:26,2453042.66489,360.0,1.32,I,H,A0620-00,4
rccd040206.0111.fits,A0620-00,06:22:45.15,-00:20:59.8,2004-02-07,04:05:36,2453042.67056,360.0,1.35,V,H,A0620-00,4
rccd040208.0070.fits,A0620-00,06:22:44.78,-00:20:48.9,2004-02-09,03:56:29,2453044.66423,360.0,1.34,I,H,A0620-00,4
rccd040208.0071.fits,A0620-00,06:22:44.86,-00:20:49.7,2004-02-09,04:04:34,2453044.66984,360.0,1.37,V,H,A0620-00,4
rccd040210.0057.fits,A0620-00,06:22:45.17,-00:20:54.8,2004-02-11,02:48:59,2453046.61736,360.0,1.2,I,H,A0620-00,4
rccd040210.0058.fits,A0620-00,06:22:45.20,-00:20:54.1,2004-02-11,02:57:06,2453046.623,360.0,1.21,V,H,A0620-00,4
rccd040212.0084.fits,A0620-00,06:22:44.46,-00:20:44.8,2004-02-13,03:57:15,2453048.66476,360.0,1.41,I,H,A0620-00,4
rccd040212.0085.fits,A0620-00,06:22:44.35,-00:20:43.4,2004-02-13,04:05:24,2453048.67042,360.0,1.45,V,H,A0620-00,4
rccd040215.0108.fits,A0620-00,06:22:44.48,-00:20:45.2,2004-02-16,04:14:30,2453051.67674,360.0,1.56,I,H,A0620-00,4
rccd040215.0109.fits,A0620-00,06:22:44.51,-00:20:47.2,2004-02-16,04:22:37,2453051.68237,360.0,1.61,V,H,A0620-00,4
rccd040217.0017.fits,A0620-00,06:22:44.49,-00:20:44.9,2004-02-18,02:36:36,2453053.60875,360.0,1.22,I,H,A0620-00,4
rccd040218.0052.fits,A0620-00,06:22:44.51,-00:20:45.0,2004-02-19,02:21:10,2453054.59804,360.0,1.2,I,H,A0620-00,No
rccd040218.0053.fits,A0620-00,06:22:44.51,-00:20:45.4,2004-02-19,02:29:42,2453054.60396,360.0,1.22,V,H,A0620-00,4
rccd040220.0077.fits,A0620-00,06:22:45.59,-00:20:42.0,2004-02-21,03:16:07,2453056.6362,360.0,1.37,I,H,A0620-00,4
rccd040220.0078.fits,A0620-00,06:22:45.62,-00:20:41.6,2004-02-21,03:24:15,2453056.64184,360.0,1.4,V,H,A0620-00,4
rccd040222.0053.fits,A0620-00,06:22:45.42,-00:20:54.2,2004-02-23,03:08:33,2453058.63094,360.0,1.37,I,H,A0620-00,4
rccd040222.0054.fits,A0620-00,06:22:45.46,-00:20:53.7,2004-02-23,03:16:40,2453058.63658,360.0,1.4,V,H,A0620-00,4
rccd040224.0018.fits,A0620-00,06:22:44.75,-00:20:53.6,2004-02-25,01:29:38,2453060.56225,360.0,1.17,I,H,A0620-00,4
rccd040224.0019.fits,A0620-00,06:22:44.92,-00:20:53.5,2004-02-25,01:37:45,2453060.56789,360.0,1.18,V,H,A0620-00,4
rccd040226.0040.fits,A0620-00,06:22:44.49,-00:20:44.9,2004-02-27,02:05:10,2453062.58693,360.0,1.23,I,H,A0620-00,4
rccd040226.0041.fits,A0620-00,06:22:44.65,-00:20:46.6,2004-02-27,02:13:15,2453062.59254,360.0,1.25,V,H,A0620-00,4
rccd040227.0059.fits,A0620-00,06:22:44.50,-00:20:44.3,2004-02-28,02:48:26,2453063.61698,360.0,1.37,I,H,A0620-00,4
rccd040227.0060.fits,A0620-00,06:22:44.63,-00:20:42.9,2004-02-28,02:56:34,2453063.62262,360.0,1.4,V,H,A0620-00,4
rccd040229.0046.fits,A0620-00,06:22:44.49,-00:20:44.7,2004-03-01,01:28:35,2453065.56152,360.0,1.19,I,H,A0620-00,4
rccd040229.0047.fits,A0620-00,06:22:44.58,-00:20:45.5,2004-03-01,01:36:41,2453065.56715,360.0,1.2,V,H,A0620-00,4
rccd040302.0080.fits,A0620-00,06:22:44.45,-00:20:44.9,2004-03-03,03:22:43,2453067.64078,360.0,1.63,I,H,A0620-00,4
rccd040302.0081.fits,A0620-00,06:22:44.29,-00:20:44.3,2004-03-03,03:30:51,2453067.64643,360.0,1.7,V,H,A0620-00,4
rccd040303.0058.fits,A0620-00,06:22:44.49,-00:20:44.9,2004-03-04,01:34:12,2453068.56543,360.0,1.22,I,H,A0620-00,4
rccd040303.0059.fits,A0620-00,06:22:44.52,-00:20:43.7,2004-03-04,01:42:21,2453068.57108,360.0,1.23,V,H,A0620-00,4
rccd040305.0076.fits,A0620-00,06:22:45.47,-00:20:45.5,2004-03-06,03:20:05,2453070.63896,360.0,1.71,I,H,A0620-00,4
rccd040305.0077.fits,A0620-00,06:22:45.46,-00:20:47.4,2004-03-06,03:28:16,2453070.64463,360.0,1.78,V,H,A0620-00,4
rccd040307.0043.fits,A0620-00,06:22:45.47,-00:20:35.1,2004-03-08,01:35:38,2453072.56642,360.0,1.25,I,H,A0620-00,4
rccd040307.0044.fits,A0620-00,06:22:45.54,-00:20:37.6,2004-03-08,01:43:46,2453072.57206,360.0,1.27,V,H,A0620-00,4
rccd040309.0055.fits,A0620-00,06:22:45.85,-00:20:34.8,2004-03-10,02:30:55,2453074.60481,360.0,1.48,I,H,A0620-00,4
rccd040309.0056.fits,A0620-00,06:22:45.88,-00:20:35.8,2004-03-10,02:39:03,2453074.61045,360.0,1.53,V,H,A0620-00,4
rccd040311.0032.fits,A0620-00,06:22:44.49,-00:20:44.6,2004-03-12,01:39:13,2453076.5689,360.0,1.31,I,H,A0620-00,4
rccd040311.0033.fits,A0620-00,06:22:44.69,-00:20:45.3,2004-03-12,01:47:20,2453076.57454,360.0,1.33,V,H,A0620-00,4
rccd040313.0022.fits,A0620-00,06:22:44.48,-00:20:44.8,2004-03-14,00:51:28,2453078.53574,360.0,1.21,I,H,A0620-00,4
rccd040313.0023.fits,A0620-00,06:22:44.52,-00:20:43.5,2004-03-14,00:59:29,2453078.54131,360.0,1.23,V,H,A0620-00,4
rccd041110.0099.fits,A0620-00,06:22:44.49,-00:20:44.8,2004-11-11,06:47:47,2453320.78319,360.0,1.18,I,H,A0620-00,4
rccd041110.0100.fits,A0620-00,06:22:44.61,-00:20:45.0,2004-11-11,06:55:44,2453320.78871,360.0,1.18,V,H,A0620-00,4
rccd041113.0067.fits,A0620-00,06:22:44.53,-00:20:45.5,2004-11-14,06:38:00,2453323.77639,360.0,1.18,I,H,A0620-00,4
rccd041113.0068.fits,A0620-00,06:22:44.66,-00:20:45.2,2004-11-14,06:45:59,2453323.78194,360.0,1.17,V,H,A0620-00,4
rccd041114.0077.fits,A0620-00,06:22:44.73,-00:20:25.4,2004-11-15,05:51:13,2453324.74391,360.0,1.26,I,H,A0620-00,4
rccd041114.0078.fits,A0620-00,06:22:44.78,-00:20:25.7,2004-11-15,05:59:10,2453324.74942,360.0,1.24,V,H,A0620-00,4
rccd041115.0076.fits,A0620-00,06:22:44.86,-00:20:47.5,2004-11-16,06:01:34,2453325.7511,360.0,1.23,I,H,A0620-00,4
rccd041115.0077.fits,A0620-00,06:22:44.82,-00:20:47.9,2004-11-16,06:09:30,2453325.7566,360.0,1.21,V,H,A0620-00,4
rccd041116.0054.fits,A0620-00,06:22:45.52,-00:20:53.0,2004-11-17,04:50:00,2453326.70139,360.0,1.45,I,H,A0620-00,4
rccd041116.0055.fits,A0620-00,06:22:45.51,-00:20:51.5,2004-11-17,04:57:55,2453326.7069,360.0,1.41,V,H,A0620-00,4
rccd041117.0021.fits,A0620-00,06:22:45.08,-00:20:41.1,2004-11-18,04:53:50,2453327.70405,360.0,1.41,I,H,A0620-00,4
rccd041117.0022.fits,A0620-00,06:22:45.18,-00:20:40.6,2004-11-18,05:01:48,2453327.70959,360.0,1.38,V,H,A0620-00,4
rccd041118.0059.fits,A0620-00,06:22:44.47,-00:20:45.1,2004-11-19,05:57:41,2453328.7484,360.0,1.21,I,H,A0620-00,4
rccd041118.0060.fits,A0620-00,06:22:44.28,-00:20:45.7,2004-11-19,06:05:40,2453328.75394,360.0,1.2,V,H,A0620-00,4
rccd041119.0069.fits,A0620-00,06:22:44.47,-00:20:45.1,2004-11-20,05:33:07,2453329.73134,360.0,1.26,I,H,A0620-00,4
rccd041119.0070.fits,A0620-00,06:22:44.45,-00:20:46.8,2004-11-20,05:41:02,2453329.73684,360.0,1.24,V,H,A0620-00,4
rccd041120.0058.fits,A0620-00,06:22:44.49,-00:20:45.0,2004-11-21,05:13:15,2453330.71754,360.0,1.3,I,H,A0620-00,4
rccd041120.0059.fits,A0620-00,06:22:44.67,-00:20:44.4,2004-11-21,05:21:14,2453330.72308,360.0,1.28,V,H,A0620-00,4
rccd041121.0051.fits,A0620-00,06:22:44.43,-00:20:45.4,2004-11-22,04:05:51,2453331.67073,360.0,1.59,I,H,A0620-00,4
rccd041121.0052.fits,A0620-00,06:22:44.48,-00:20:46.3,2004-11-22,04:13:50,2453331.67627,360.0,1.54,V,H,A0620-00,4
rccd041122.0062.fits,A0620-00,06:22:44.48,-00:20:45.1,2004-11-23,04:44:40,2453332.69768,360.0,1.37,I,H,A0620-00,4
rccd041122.0063.fits,A0620-00,06:22:44.50,-00:20:43.9,2004-11-23,04:52:38,2453332.70322,360.0,1.34,V,H,A0620-00,4
rccd041124.0044.fits,A0620-00,06:22:44.47,-00:20:45.1,2004-11-25,03:54:51,2453334.6631,360.0,1.58,I,H,A0620-00,4
rccd041124.0045.fits,A0620-00,06:22:44.47,-00:20:44.7,2004-11-25,04:02:49,2453334.66863,360.0,1.53,V,H,A0620-00,4
rccd041125.0072.fits,A0620-00,06:22:44.49,-00:20:44.6,2004-11-26,06:28:09,2453335.76956,360.0,1.15,I,H,A0620-00,4
rccd041125.0073.fits,A0620-00,06:22:44.44,-00:20:44.9,2004-11-26,06:36:08,2453335.7751,360.0,1.15,V,H,A0620-00,4
rccd041126.0061.fits,A0620-00,06:00:44.50,-00:20:45.1,2004-11-27,05:25:24,2453336.72598,360.0,1.18,I,H,A0620-00,4
rccd041126.0062.fits,A0620-00,06:00:44.62,-00:20:44.4,2004-11-27,05:33:23,2453336.73152,360.0,1.17,V,H,A0620-00,4
rccd041127.0058.fits,A0620-00,06:22:44.48,-00:20:45.2,2004-11-28,05:22:12,2453337.72375,360.0,1.21,I,H,A0620-00,4
rccd041127.0059.fits,A0620-00,06:22:44.36,-00:20:45.6,2004-11-28,05:30:11,2453337.7293,360.0,1.2,V,H,A0620-00,4
rccd041128.0077.fits,A0620-00,06:22:44.49,-00:20:44.9,2004-11-29,06:18:28,2453338.76283,360.0,1.15,I,H,A0620-00,4
rccd041128.0078.fits,A0620-00,06:22:44.50,-00:20:45.2,2004-11-29,06:26:26,2453338.76836,360.0,1.15,V,H,A0620-00,4
rccd041129.0062.fits,A0620-00,06:22:44.49,-00:20:45.0,2004-11-30,04:21:39,2453339.68171,360.0,1.35,I,H,A0620-00,4
rccd041129.0063.fits,A0620-00,06:22:44.60,-00:20:44.5,2004-11-30,04:29:37,2453339.68724,360.0,1.32,V,H,A0620-00,4
rccd041129.0088.fits,A0620-00,06:22:44.50,-00:20:45.1,2004-11-30,06:03:00,2453339.75209,360.0,1.16,I,H,A0620-00,4
rccd041129.0089.fits,A0620-00,06:22:44.59,-00:20:45.3,2004-11-30,06:10:59,2453339.75763,360.0,1.15,V,H,A0620-00,4
rccd041202.0082.fits,A0620-00,06:22:44.48,-00:20:45.2,2004-12-03,04:53:24,2453342.70375,360.0,1.23,I,H,A0620-00,4
rccd041202.0083.fits,A0620-00,06:22:44.46,-00:20:47.4,2004-12-03,05:01:23,2453342.7093,360.0,1.22,V,H,A0620-00,4
rccd041204.0043.fits,A0620-00,06:22:44.46,-00:20:45.2,2004-12-05,03:15:49,2453344.63599,360.0,1.58,I,H,A0620-00,4
rccd041204.0044.fits,A0620-00,06:22:44.38,-00:20:44.8,2004-12-05,03:23:49,2453344.64154,360.0,1.53,V,H,A0620-00,4
rccd041205.0050.fits,A0620-00,06:22:44.47,-00:20:45.3,2004-12-06,03:16:31,2453345.63648,360.0,1.55,I,H,A0620-00,4
rccd041205.0051.fits,A0620-00,06:22:44.32,-00:20:45.3,2004-12-06,03:24:29,2453345.64201,360.0,1.5,V,H,A0620-00,4
rccd041206.0054.fits,A0620-00,06:22:44.47,-00:20:45.1,2004-12-07,04:47:26,2453346.69961,360.0,1.21,I,H,A0620-00,4
rccd041206.0055.fits,A0620-00,06:22:44.35,-00:20:47.5,2004-12-07,04:55:25,2453346.70516,360.0,1.2,V,H,A0620-00,4
rccd041207.0055.fits,A0620-00,06:22:44.48,-00:20:45.1,2004-12-08,04:50:48,2453347.70195,360.0,1.2,I,H,A0620-00,4
rccd041207.0056.fits,A0620-00,06:22:44.62,-00:20:45.8,2004-12-08,04:58:47,2453347.7075,360.0,1.19,V,H,A0620-00,4
rccd041208.0060.fits,A0620-00,06:22:44.50,-00:20:45.0,2004-12-09,05:26:32,2453348.72676,360.0,1.16,I,H,A0620-00,4
rccd041208.0061.fits,A0620-00,06:22:44.71,-00:20:44.9,2004-12-09,05:34:31,2453348.73231,360.0,1.15,V,H,A0620-00,4
rccd041209.0052.fits,A0620-00,06:22:44.75,-00:20:46.8,2004-12-10,04:29:03,2453349.68684,360.0,1.22,I,H,A0620-00,4
rccd041209.0053.fits,A0620-00,06:22:44.68,-00:20:47.1,2004-12-10,04:37:01,2453349.69238,360.0,1.21,V,H,A0620-00,4
rccd041210.0072.fits,A0620-00,06:22:44.27,-00:20:42.5,2004-12-11,05:25:34,2453350.72609,360.0,1.15,I,H,A0620-00,4
rccd041210.0073.fits,A0620-00,06:22:44.25,-00:20:42.6,2004-12-11,05:33:43,2453350.73175,360.0,1.15,V,H,A0620-00,4
rccd041211.0056.fits,A0620-00,06:22:44.69,-00:20:47.3,2004-12-12,05:13:25,2453351.71766,360.0,1.16,I,H,A0620-00,4
rccd041211.0057.fits,A0620-00,06:22:44.87,-00:20:47.4,2004-12-12,05:21:32,2453351.7233,360.0,1.15,V,H,A0620-00,4
rccd041212.0058.fits,A0620-00,06:22:46.53,-00:20:33.3,2004-12-13,04:20:12,2453352.6807,360.0,1.22,I,H,A0620-00,4
rccd041212.0059.fits,A0620-00,06:22:44.35,-00:20:46.5,2004-12-13,04:28:20,2453352.68635,360.0,1.2,V,H,A0620-00,4
rccd041213.0043.fits,A0620-00,06:22:44.10,-00:20:46.8,2004-12-14,03:34:06,2453353.64868,360.0,1.33,I,H,A0620-00,4
rccd041213.0044.fits,A0620-00,06:22:44.29,-00:20:47.3,2004-12-14,03:42:05,2453353.65423,360.0,1.3,V,H,A0620-00,4
rccd041214.0043.fits,A0620-00,06:22:44.51,-00:20:44.6,2004-12-15,04:20:30,2453354.68091,360.0,1.2,I,H,A0620-00,4
rccd041214.0044.fits,A0620-00,06:22:44.52,-00:20:45.5,2004-12-15,04:28:38,2453354.68656,360.0,1.19,V,H,A0620-00,4
rccd041215.0048.fits,A0620-00,06:22:44.74,-00:20:48.0,2004-12-16,04:07:42,2453355.67202,360.0,1.22,I,H,A0620-00,4
rccd041215.0049.fits,A0620-00,06:22:44.66,-00:20:48.2,2004-12-16,04:15:42,2453355.67757,360.0,1.21,V,H,A0620-00,4
rccd041216.0047.fits,A0620-00,06:22:44.58,-00:20:48.2,2004-12-17,04:40:30,2453356.6948,360.0,1.17,I,H,A0620-00,4
rccd041216.0048.fits,A0620-00,06:22:44.66,-00:20:48.7,2004-12-17,04:48:29,2453356.70034,360.0,1.16,V,H,A0620-00,4
rccd041217.0048.fits,A0620-00,06:22:44.48,-00:20:45.2,2004-12-18,03:18:55,2453357.63814,360.0,1.32,I,H,A0620-00,4
rccd041217.0049.fits,A0620-00,06:22:44.66,-00:20:45.6,2004-12-18,03:26:54,2453357.64369,360.0,1.3,V,H,A0620-00,4
rccd041218.0050.fits,A0620-00,06:22:44.49,-00:20:45.0,2004-12-19,04:01:55,2453358.668,360.0,1.21,I,H,A0620-00,4
rccd041218.0051.fits,A0620-00,06:22:44.40,-00:20:44.4,2004-12-19,04:09:54,2453358.67354,360.0,1.2,V,H,A0620-00,4
rccd041219.0039.fits,A0620-00,06:22:44.46,-00:20:45.3,2004-12-20,03:17:24,2453359.63708,360.0,1.3,I,H,A0620-00,4
rccd041219.0040.fits,A0620-00,06:22:44.67,-00:20:46.7,2004-12-20,03:25:22,2453359.64262,360.0,1.28,V,H,A0620-00,4
rccd041220.0050.fits,A0620-00,06:22:44.49,-00:20:44.4,2004-12-21,04:27:49,2453360.68599,360.0,1.17,I,H,A0620-00,4
rccd041220.0051.fits,A0620-00,06:22:44.54,-00:20:43.0,2004-12-21,04:35:49,2453360.69154,360.0,1.16,V,H,A0620-00,4
rccd041221.0035.fits,A0620-00,06:22:44.46,-00:20:45.2,2004-12-22,03:13:01,2453361.63404,360.0,1.29,I,H,A0620-00,4
rccd041221.0036.fits,A0620-00,06:22:44.71,-00:20:45.6,2004-12-22,03:21:00,2453361.63958,360.0,1.27,V,H,A0620-00,4
rccd041222.0031.fits,A0620-00,06:22:44.48,-00:20:45.7,2004-12-23,03:38:43,2453362.65189,360.0,1.22,I,H,A0620-00,4
rccd041223.0063.fits,A0620-00,06:22:44.48,-00:24:37.5,2004-12-24,04:46:34,2453363.69901,360.0,1.15,I,H,A0620-00,No
rccd041223.0064.fits,A0620-00,06:22:44.48,-00:20:46.8,2004-12-24,04:54:32,2453363.70454,360.0,1.15,V,H,A0620-00,4
rccd041226.0055.fits,A0620-00,06:22:44.73,-00:20:18.2,2004-12-27,03:54:08,2453366.6626,360.0,1.18,I,H,A0620-00,4
rccd041226.0056.fits,A0620-00,06:22:44.81,-00:20:19.2,2004-12-27,04:02:06,2453366.66813,360.0,1.17,V,H,A0620-00,4
rccd041227.0021.fits,A0620-00,06:22:44.15,-00:21:16.3,2004-12-28,02:15:28,2453367.59408,360.0,1.42,I,H,A0620-00,4
rccd041227.0022.fits,A0620-00,06:22:44.19,-00:21:15.6,2004-12-28,02:23:27,2453367.59963,360.0,1.38,V,H,A0620-00,4
rccd041227.0043.fits,A0620-00,06:22:44.68,-00:20:45.6,2004-12-28,04:15:18,2453367.67729,360.0,1.16,I,H,A0620-00,4
rccd041227.0044.fits,A0620-00,06:22:44.74,-00:20:45.6,2004-12-28,04:23:17,2453367.68284,360.0,1.15,V,H,A0620-00,4
rccd041227.0077.fits,A0620-00,06:22:44.85,-00:20:33.3,2004-12-28,05:46:06,2453367.74035,360.0,1.2,I,H,A0620-00,4
rccd041227.0078.fits,A0620-00,06:22:44.89,-00:20:33.6,2004-12-28,05:54:05,2453367.7459,360.0,1.22,V,H,A0620-00,4
rccd041227.0084.fits,A0620-00,06:22:44.41,-00:20:44.7,2004-12-28,08:05:22,2453367.83706,360.0,1.86,I,H,A0620-00,4
rccd041227.0085.fits,A0620-00,06:22:44.45,-00:20:45.6,2004-12-28,08:13:20,2453367.8426,360.0,1.95,V,H,A0620-00,4
rccd041228.0019.fits,A0620-00,06:22:44.93,-00:20:47.5,2004-12-29,03:49:50,2453368.65961,360.0,1.17,I,H,A0620-00,4
rccd041228.0020.fits,A0620-00,06:22:45.01,-00:20:47.4,2004-12-29,03:57:47,2453368.66514,360.0,1.17,V,H,A0620-00,4
rccd041229.0067.fits,A0620-00,06:22:44.44,-00:20:44.8,2004-12-30,05:46:44,2453369.7408,360.0,1.22,I,H,A0620-00,4
rccd041229.0068.fits,A0620-00,06:22:44.41,-00:20:45.3,2004-12-30,05:54:44,2453369.74635,360.0,1.23,V,H,A0620-00,4
rccd041230.0073.fits,A0620-00,06:22:44.47,-00:20:44.6,2004-12-31,05:31:52,2453370.73047,360.0,1.2,I,H,A0620-00,4
rccd041230.0074.fits,A0620-00,06:22:44.59,-00:20:46.7,2004-12-31,05:39:52,2453370.73602,360.0,1.21,V,H,A0620-00,4
rccd041231.0013.fits,A0620-00,06:22:44.45,-00:20:45.3,2005-01-01,01:43:31,2453371.57189,360.0,1.5,I,H,A0620-00,4
rccd041231.0014.fits,A0620-00,06:22:44.35,-00:20:45.6,2005-01-01,01:51:30,2453371.57744,360.0,1.46,V,H,A0620-00,4
rccd041231.0083.fits,A0620-00,06:22:44.49,-00:20:45.0,2005-01-01,04:00:39,2453371.66713,360.0,1.16,I,H,A0620-00,4
rccd041231.0084.fits,A0620-00,06:22:44.55,-00:20:45.1,2005-01-01,04:08:37,2453371.67266,360.0,1.15,V,H,A0620-00,4
rccd050101.0029.fits,A0620-00,06:22:44.48,-00:20:45.2,2005-01-02,02:51:34,2453372.61914,360.0,1.24,I,H,A0620-00,4
rccd050101.0030.fits,A0620-00,06:22:44.47,-00:20:46.9,2005-01-02,02:59:33,2453372.62469,360.0,1.22,V,H,A0620-00,4
rccd050102.0043.fits,A0620-00,06:22:44.47,-00:20:45.1,2005-01-03,03:33:29,2453373.64826,360.0,1.17,I,H,A0620-00,4
rccd050102.0044.fits,A0620-00,06:22:44.54,-00:20:46.3,2005-01-03,03:41:24,2453373.65376,360.0,1.16,V,H,A0620-00,4
rccd050103.0024.fits,A0620-00,06:22:44.48,-00:20:45.4,2005-01-04,02:26:06,2453374.60146,360.0,1.28,I,H,A0620-00,4
rccd050103.0025.fits,A0620-00,06:22:44.72,-00:20:45.8,2005-01-04,02:34:04,2453374.607,360.0,1.26,V,H,A0620-00,4
rccd050104.0027.fits,A0620-00,06:22:44.47,-00:20:45.9,2005-01-05,02:32:46,2453375.6061,360.0,1.25,I,H,A0620-00,4
rccd050104.0028.fits,A0620-00,06:22:44.40,-00:20:46.0,2005-01-05,02:40:45,2453375.61164,360.0,1.24,V,H,A0620-00,4
rccd050105.0035.fits,A0620-00,06:22:44.49,-00:20:45.1,2005-01-06,02:58:40,2453376.62408,360.0,1.2,I,H,A0620-00,4
