filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,TILT1,TILT2,TILT3,log name,Location,prop name help,Physical loc,OWNER,full path,proper name,xrb,source
rccd070701.0028.fits,gx301-2,12:26:37.54,-62:46:03.0,2007-07-02,02:05:33.970,2454283.58719,60.0,1.47,V,J,1210.0,1868.0,2020.0,other/LOG_temp_archive_2_2.csv,miniarchive,temp_archive_2_2,Disk,YALE-03A-0001,,GX301-2,True,optical
rccd070701.0027.fits,gx301-2,12:26:37.57,-62:46:13.5,2007-07-02,02:02:46.047,2454283.58525,60.0,1.46,I,J,1210.0,1868.0,2020.0,other/LOG_temp_archive_2_2.csv,miniarchive,temp_archive_2_2,Disk,YALE-03A-0001,,GX301-2,True,optical
ir070701.0061,gx301-2,12:26:37.5,-62:46:13,2007-07-02,02:04:26.1,2454283.5864,10.0,1.47,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0066,gx301-2,12:26:37.4,-62:46:03,2007-07-02,02:07:14.5,2454283.5884,10.0,1.48,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0065,gx301-2,12:26:37.5,-62:46:03,2007-07-02,02:06:49.0,2454283.5881,10.1,1.47,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0064,gx301-2,12:26:37.5,-62:46:03,2007-07-02,02:06:23.0,2454283.5878,10.1,1.47,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0063,gx301-2,12:26:37.5,-62:46:03,2007-07-02,02:05:57.3,2454283.5875,10.1,1.47,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0062,gx301-2,12:26:37.5,-62:46:03,2007-07-02,02:05:31.7,2454283.5872,10.1,1.47,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0060,gx301-2,12:26:37.5,-62:46:13,2007-07-02,02:04:00.6,2454283.5861,10.0,1.47,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0059,gx301-2,12:26:37.5,-62:46:13,2007-07-02,02:03:34.9,2454283.5858,10.0,1.47,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0058,gx301-2,12:26:37.6,-62:46:13,2007-07-02,02:03:09.1,2454283.5855,10.0,1.46,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
ir070701.0057,gx301-2,12:26:37.5,-62:46:13,2007-07-02,02:02:43.8,2454283.5852,10.0,1.46,J,J,,,,missingreplog_GX301-2.csv,,,Data replog,,,GX301-2,True,IR
binir070701.0064.fits,gx301-2,12:26:37.53,-62:46:03.2,2007-07-02,02:06:23.045,2454283.58776,10.05,1.47,V,J,1170,1868,2060,IR_CD_header_logs/LOG_MULTI.20070630thru20070709.csv,IR_CD_header_logs/,MULTI,CD,YALE-03A-0001,,GX301-2,True,IR
binir070701.0066.fits,gx301-2,12:26:37.47,-62:46:03.0,2007-07-02,02:07:14.557,2454283.58836,10.0,1.48,V,J,1210,1828,2060,IR_CD_header_logs/LOG_MULTI.20070630thru20070709.csv,IR_CD_header_logs/,MULTI,CD,YALE-03A-0001,,GX301-2,True,IR
binir070701.0065.fits,gx301-2,12:26:37.51,-62:46:03.0,2007-07-02,02:06:49.022,2454283.58806,10.05,1.47,V,J,1250,1828,2020,IR_CD_header_logs/LOG_MULTI.20070630thru20070709.csv,IR_CD_header_logs/,MULTI,CD,YALE-03A-0001,,GX301-2,True,IR
binir070701.0063.fits,gx301-2,12:26:37.51,-62:46:03.0,2007-07-02,02:05:57.314,2454283.58747,10.05,1.47,V,J,1210,1908,1980,IR_CD_header_logs/LOG_MULTI.20070630thru20070709.csv,IR_CD_header_logs/,MULTI,CD,YALE-03A-0001,,GX301-2,True,IR
binir070701.0061.fits,gx301-2,12:26:37.57,-62:46:13.0,2007-07-02,02:04:26.166,2454283.58641,10.0,1.47,I,J,1210,1828,2060,IR_CD_header_logs/LOG_MULTI.20070630thru20070709.csv,IR_CD_header_logs/,MULTI,CD,YALE-03A-0001,,GX301-2,True,IR
binir070701.0058.fits,gx301-2,12:26:37.60,-62:46:13.4,2007-07-02,02:03:09.189,2454283.58552,10.0,1.46,I,J,1210,1908,1980,IR_CD_header_logs/LOG_MULTI.20070630thru20070709.csv,IR_CD_header_logs/,MULTI,CD,YALE-03A-0001,,GX301-2,True,IR
binir070701.0060.fits,gx301-2,12:26:37.58,-62:46:13.1,2007-07-02,02:04:00.649,2454283.58612,10.0,1.47,I,J,1250,1828,2020,IR_CD_header_logs/LOG_MULTI.20070630thru20070709.csv,IR_CD_header_logs/,MULTI,CD,YALE-03A-0001,,GX301-2,True,IR
