filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,TILT1,TILT2,TILT3,Location,prop name help,Physical loc,proper name,xrb,filter num,datetimeobs,nice time,in filt pattern
rccd030203.0076.fits,4U1543-47,15:47:23.58,-47:40:48.6,2003-02-04,08:45:41,2452674.86507,300.0,1.25,B,K,1732,2137,2430,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,0.0,2452674.86507,2003-02-04 08:45:42.048000,1
rccd030203.0077.fits,4U1543-47,15:47:23.57,-47:40:47.7,2003-02-04,08:53:02,2452674.87017,180.0,1.23,I,H,1732,2137,2430,opticaldirecs/xrb-archive_usb-data_4U1543-47_fitsimages_I/,I,Disk,4U 1543-47,True,3.0,2452674.87017,2003-02-04 08:53:02.688000,1
rccd030203.0078.fits,4U1543-47,15:47:23.73,-47:40:46.0,2003-02-04,08:57:18,2452674.87313,180.0,1.22,V,J,1732,2137,2430,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,1.0,2452674.87313,2003-02-04 08:57:18.432000,1
rccd030204.0170.fits,4U1543-47,15:47:23.61,-47:40:48.6,2003-02-05,08:53:20,2452675.87038,300.0,1.22,B,K,1732,2137,2430,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,0.0,2452675.87038,2003-02-05 08:53:20.832000,1
rccd030204.0171.fits,4U1543-47,15:47:23.55,-47:40:47.6,2003-02-05,09:00:26,2452675.87531,180.0,1.2,I,H,1732,2137,2430,opticaldirecs/xrb-archive_usb-data_4U1543-47_fitsimages_I/,I,Disk,4U 1543-47,True,3.0,2452675.87531,2003-02-05 09:00:26.784000,1
rccd030204.0172.fits,4U1543-47,15:47:23.57,-47:40:46.0,2003-02-05,09:04:37,2452675.87821,180.0,1.19,V,J,1732,2137,2430,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,1.0,2452675.87821,2003-02-05 09:04:37.344000,1
rccd030206.0156.fits,4U1543-47,15:47:8.50,-47:40:10.0,2003-02-07,08:10:44,2452677.84079,300.0,1.31,B,K,1732,2137,2430,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,0.0,2452677.84079,2003-02-07 08:10:44.256000,1
rccd030206.0157.fits,4U1543-47,15:47:8.38,-47:40:9.3,2003-02-07,08:19:07,2452677.84662,180.0,1.29,I,H,1732,2137,2430,opticaldirecs/xrb-archive_usb-data_4U1543-47_fitsimages_I/,I,Disk,4U 1543-47,True,3.0,2452677.84662,2003-02-07 08:19:07.968000,1
rccd030206.0158.fits,4U1543-47,15:47:8.41,-47:40:8.8,2003-02-07,08:23:43,2452677.84981,180.0,1.27,V,J,1732,2137,2430,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,1.0,2452677.84981,2003-02-07 08:23:43.584000,1
rccd030808.0078.fits,4U1543-47,15:47:8.60,-47:40:10.0,2003-08-09,02:19:07,2452860.59661,300.0,1.27,B,K,1388,2035,2100,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,0.0,2452860.59661,2003-08-09 02:19:07.104000,1
rccd030808.0079.fits,4U1543-47,15:47:8.55,-47:40:11.3,2003-08-09,02:27:33,2452860.60246,180.0,1.3,I,H,1388,2035,2100,opticaldirecs/xrb-archive_usb-data_4U1543-47_fitsimages_I/,I,Disk,4U 1543-47,True,3.0,2452860.60246,2003-08-09 02:27:32.544000,1
rccd030808.0080.fits,4U1543-47,15:47:8.46,-47:40:11.6,2003-08-09,02:32:11,2452860.60569,180.0,1.31,V,J,1388,2035,2100,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,1.0,2452860.60569,2003-08-09 02:32:11.616000,1
rccd040304.0131.fits,4U1543-47,15:47:8.55,-47:40:10.2,2004-03-05,07:40:40,2453069.81992,300.0,1.14,B,K,1388,2035,2100,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,0.0,2453069.81992,2004-03-05 07:40:41.088000,1
rccd040304.0132.fits,4U1543-47,15:47:8.84,-47:40:8.7,2004-03-05,07:49:10,2453069.82581,180.0,1.12,I,H,1388,2035,2100,opticaldirecs/xrb-archive_usb-data_4U1543-47_fitsimages_I/,I,Disk,4U 1543-47,True,3.0,2453069.82581,2004-03-05 07:49:09.984000,1
rccd040304.0133.fits,4U1543-47,15:47:9.04,-47:40:8.5,2004-03-05,07:53:51,2453069.82907,180.0,1.12,V,J,1388,2035,2100,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,1.0,2453069.82907,2004-03-05 07:53:51.648000,1
rccd040306.0117.fits,4U1543-47,15:47:8.65,-47:40:10.4,2004-03-07,05:51:12,2453071.7439,300.0,1.41,B,K,1388,2035,2100,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,0.0,2453071.7439,2004-03-07 05:51:12.960000,1
rccd040306.0118.fits,4U1543-47,15:47:8.91,-47:40:8.9,2004-03-07,05:59:38,2453071.74976,180.0,1.38,I,H,1388,2035,2100,opticaldirecs/xrb-archive_usb-data_4U1543-47_fitsimages_I/,I,Disk,4U 1543-47,True,3.0,2453071.74976,2004-03-07 05:59:39.264000,1
rccd040306.0119.fits,4U1543-47,15:47:8.83,-47:40:8.6,2004-03-07,06:04:19,2453071.753,180.0,1.36,V,J,1388,2035,2100,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,1.0,2453071.753,2004-03-07 06:04:19.200000,1
rccd040308.0095.fits,4U1543-47,15:47:8.01,-47:40:21.0,2004-03-09,06:55:35,2453073.7886,300.0,1.19,B,K,1388,2035,2100,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,0.0,2453073.7886,2004-03-09 06:55:35.040000,1
rccd040308.0096.fits,4U1543-47,15:47:8.25,-47:40:19.9,2004-03-09,07:04:02,2453073.79448,180.0,1.17,I,H,1388,2035,2100,opticaldirecs/xrb-archive_usb-data_4U1543-47_fitsimages_I/,I,Disk,4U 1543-47,True,3.0,2453073.79448,2004-03-09 07:04:03.072000,1
rccd040308.0097.fits,4U1543-47,15:47:8.37,-47:40:19.7,2004-03-09,07:08:43,2453073.79772,180.0,1.17,V,J,1388,2035,2100,opticaldirecs/xrb-archive_data_NB-SummerStudents/,optical,Disk,4U 1543-47,True,1.0,2453073.79772,2004-03-09 07:08:43.008000,1
