filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,TILT1,TILT2,TILT3,log name,Location,prop name help,Physical loc,OWNER,proper name,xrb,filter num,datetimeobs,nice time,in filt pattern
binir090129.0128.fits.gz,SAX_J1808.4-3658,18:08:27.51,-36:58:44.5,2009-01-30,09:25:23.760,2454861.89264,30.05,1.94,I,H,1210.0,1868.0,2020.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89264,2009-01-30 09:25:24.096,1
binir090129.0129.fits.gz,SAX_J1808.4-3658,18:08:27.44,-36:58:44.7,2009-01-30,09:26:09.763,2454861.89317,30.04,1.93,I,H,1210.0,1898.0,1990.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89317,2009-01-30 09:26:09.888,1
binir090129.0130.fits.gz,SAX_J1808.4-3658,18:08:27.42,-36:58:44.6,2009-01-30,09:26:56.281,2454861.89371,30.05,1.92,I,H,1180.0,1868.0,2050.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89371,2009-01-30 09:26:56.544,1
binir090129.0131.fits.gz,SAX_J1808.4-3658,18:08:27.42,-36:58:44.7,2009-01-30,09:27:42.686,2454861.89424,30.04,1.92,I,H,1240.0,1838.0,2020.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89424,2009-01-30 09:27:42.336,1
binir090129.0132.fits.gz,SAX_J1808.4-3658,18:08:27.43,-36:58:44.6,2009-01-30,09:28:28.676,2454861.89478,30.04,1.91,I,H,1210.0,1838.0,2050.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89478,2009-01-30 09:28:28.992,1
binir090129.0133.fits.gz,SAX_J1808.4-3658,18:08:27.42,-36:58:44.4,2009-01-30,09:29:14.858,2454861.89531,30.04,1.9,I,H,1240.0,1868.0,1990.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89531,2009-01-30 09:29:14.784,1
binir090129.0134.fits.gz,SAX_J1808.4-3658,18:08:27.46,-36:58:44.2,2009-01-30,09:30:01.138,2454861.89585,30.05,1.89,I,H,1180.0,1898.0,2020.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89585,2009-01-30 09:30:01.440,1
binir090129.0135.fits.gz,SAX_J1808.4-3658,18:08:27.45,-36:58:44.0,2009-01-30,09:30:47.261,2454861.89638,30.05,1.88,I,H,1210.0,1868.0,2020.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89638,2009-01-30 09:30:47.232,1
binir090129.0136.fits.gz,SAX_J1808.4-3658,18:08:27.40,-36:58:43.6,2009-01-30,09:32:16.506,2454861.89741,30.05,1.87,I,H,1210.0,1868.0,2020.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89741,2009-01-30 09:32:16.224,1
binir090129.0137.fits.gz,SAX_J1808.4-3658,18:08:27.44,-36:58:43.6,2009-01-30,09:33:02.612,2454861.89795,30.04,1.86,I,H,1210.0,1898.0,1990.0,IR_CD_header_logs/LOG_SAX_J1808.4-3658.20090130thru20090211.csv,IR_CD_header_logs/,SAX_J1808,CD,YALE-03A-0001,J1808.4-3658,True,2.0,2454861.89795,2009-01-30 09:33:02.880,1
