filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,TILT1,TILT2,TILT3,Location,prop name help,Physical loc,proper name,xrb,filter num,datetimeobs,nice time,in filt pattern
rccd070703.0070.fits,4u 1822-371,18:25:46.75,-37:06:18.1,2007-07-04,06:35:44.388,2454285.77482,300.0,1.14,I,J,1210.0,1868.0,2020.0,optical_CD_header_logs/,MULTI_2007xrbs,CD,4U 1822-371,True,3.0,2454285.77482,2007-07-04 06:35:44.448,2
rccd070703.0071.fits,4u 1822-371,18:25:46.74,-37:06:08.3,2007-07-04,06:41:38.583,2454285.77892,300.0,1.15,V,J,1210.0,1868.0,2020.0,optical_CD_header_logs/,MULTI_2007xrbs,CD,4U 1822-371,True,1.0,2454285.77892,2007-07-04 06:41:38.688,2
rccd080312.0098.fits,3A 1822-371,18:25:45.93,-37:06:17.1,2008-03-13,08:40:53.686,2454538.86174,100.0,1.28,B,J,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,0.0,2454538.86174,2008-03-13 08:40:54.336,1
rccd080312.0099.fits,3A 1822-371,18:25:45.86,-37:06:19.4,2008-03-13,08:56:27.766,2454538.87255,100.0,1.23,I,K,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,3.0,2454538.87255,2008-03-13 08:56:28.320,1
rccd080312.0100.fits,3A 1822-371,18:25:45.82,-37:06:20.8,2008-03-13,09:12:02.440,2454538.88337,100.0,1.18,V,H,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,1.0,2454538.88337,2008-03-13 09:12:03.168,1
rccd080313.0102.fits,3A 1822-371,18:25:45.41,-37:06:18.8,2008-03-14,08:01:22.178,2454539.83428,100.0,1.43,B,J,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,0.0,2454539.83428,2008-03-14 08:01:21.792,1
rccd080313.0103.fits,3A 1822-371,18:25:45.23,-37:06:19.4,2008-03-14,08:17:02.131,2454539.84516,100.0,1.35,I,K,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,3.0,2454539.84516,2008-03-14 08:17:01.824,1
rccd080313.0104.fits,3A 1822-371,18:25:44.98,-37:06:19.6,2008-03-14,08:32:43.058,2454539.85605,100.0,1.29,V,H,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,1.0,2454539.85605,2008-03-14 08:32:42.720,1
rccd080314.0073.fits,3A 1822-371,18:25:46.30,-37:06:18.5,2008-03-15,07:49:17.662,2454540.8259,100.0,1.47,B,J,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,0.0,2454540.8259,2008-03-15 07:49:17.760,1
rccd080314.0074.fits,3A 1822-371,18:25:46.49,-37:06:17.1,2008-03-15,08:04:52.091,2454540.83672,100.0,1.39,I,K,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,3.0,2454540.83672,2008-03-15 08:04:52.608,1
rccd080314.0075.fits,3A 1822-371,18:25:46.36,-37:06:17.3,2008-03-15,08:20:28.151,2454540.84755,100.0,1.32,V,H,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,1.0,2454540.84755,2008-03-15 08:20:28.320,1
rccd080318.0098.fits,3A 1822-371,18:25:45.31,-37:06:23.4,2008-03-19,08:16:12.428,2454544.84459,100.0,1.28,B,J,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,0.0,2454544.84459,2008-03-19 08:16:12.576,1
rccd080318.0099.fits,3A 1822-371,18:25:45.23,-37:06:24.9,2008-03-19,08:31:49.349,2454544.85543,100.0,1.23,I,K,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,3.0,2454544.85543,2008-03-19 08:31:49.152,1
rccd080318.0100.fits,3A 1822-371,18:25:45.36,-37:06:25.9,2008-03-19,08:47:26.554,2454544.86628,100.0,1.18,V,H,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,1.0,2454544.86628,2008-03-19 08:47:26.592,1
rccd080319.0108.fits,3A 1822-371,18:25:45.85,-37:06:30.1,2008-03-20,07:33:54.912,2454545.81522,100.0,1.45,B,J,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,0.0,2454545.81522,2008-03-20 07:33:55.008,1
rccd080319.0109.fits,3A 1822-371,18:25:45.70,-37:06:29.7,2008-03-20,07:49:28.307,2454545.82602,100.0,1.37,I,K,1210,1868,2020,optical_CD_header_logs/,3A 1822-371,CD,4U 1822-371,True,3.0,2454545.82602,2008-03-20 07:49:28.128,1
