filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,TILT1,TILT2,TILT3,OWNER
r0115_1699.046.fits,Cen X-4,14:58:22.13,-31:40:06.7,1999-01-16,07:36:16.7,2451194.8169,600.0,1.78,,,,,,YALE
r0115_1699.047.fits,Cen X-4,14:58:22.26,-31:40:07.8,1999-01-16,07:48:11.4,2451194.8251,600.0,1.68,,,,,,YALE
r0117_1899.048.fits,Cen X-4,14:58:22.07,-31:40:06.8,1999-01-18,07:27:29.2,2451196.8108,600.0,1.79,,,,,,YALE
r0117_1899.049.fits,Cen X-4,14:58:22.10,-31:40:06.5,1999-01-18,07:38:27.0,2451196.8184,600.0,1.69,,,,,,YALE
r0118_1999.047.fits,Cen X-4,14:58:22.05,-31:40:06.9,1999-01-19,07:24:28.1,2451197.8087,600.0,1.78,,,,,,YALE
r0118_1999.048.fits,Cen X-4,14:58:22.05,-31:40:07.1,1999-01-19,07:35:26.2,2451197.8163,600.0,1.68,,,,,,YALE
r0119_2099.044.fits,Cen X-4,14:58:22.12,-31:40:05.8,1999-01-20,07:26:29.5,2451198.8101,600.0,1.73,,,,,,YALE
r0119_2099.045.fits,Cen X-4,14:58:22.21,-31:40:05.1,1999-01-20,07:37:34.4,2451198.8178,600.0,1.64,,,,,,YALE
r0120_2199.044.fits,Cen X-4,14:58:22.20,-31:40:05.8,1999-01-21,07:48:51.2,2451199.8256,600.0,1.53,,,,,,YALE
r0120_2199.043.fits,Cen X-4,14:58:22.18,-31:40:05.7,1999-01-21,07:37:46.3,2451199.8179,600.0,1.6,,,,,,YALE
r0121_2299.045.fits,Cen X-4,14:58:22.16,-31:40:07.0,1999-01-22,07:18:02.1,2451200.8042,600.0,1.73,,,,,,YALE
r0121_2299.046.fits,Cen X-4,14:58:22.27,-31:40:06.4,1999-01-22,07:29:16.5,2451200.812,600.0,1.64,,,,,,YALE
r0122_2399.050.fits,Cen X-4,14:58:22.23,-31:40:05.6,1999-01-23,08:18:19.5,2451201.8461,600.0,1.33,,,,,,YALE
r0122_2399.049.fits,Cen X-4,14:58:22.16,-31:40:07.3,1999-01-23,08:07:16.2,2451201.8384,600.0,1.38,,,,,,YALE
r0125_2699.042.fits,Cen X-4,14:58:22.05,-31:40:08.2,1999-01-26,06:25:51.9,2451204.768,600.0,2.14,,,,,,YALE
r0125_2699.043.fits,Cen X-4,14:58:22.19,-31:40:08.0,1999-01-26,06:36:55.8,2451204.7756,600.0,1.99,,,,,,YALE
r0126_2799.049.fits,Cen X-4,14:58:22.14,-31:40:07.6,1999-01-27,07:44:55.0,2451205.8229,600.0,1.42,,,,,,YALE
r0126_2799.050.fits,Cen X-4,14:58:22.02,-31:40:07.3,1999-01-27,07:55:52.5,2451205.8305,600.0,1.36,,,,,,YALE
r0127_2899.045.fits,Cen X-4,14:58:22.08,-31:40:07.0,1999-01-28,06:39:13.7,2451206.7772,600.0,1.88,,,,,,YALE
r0127_2899.046.fits,Cen X-4,14:58:22.07,-31:40:05.8,1999-01-28,06:50:18.8,2451206.7849,600.0,1.77,,,,,,YALE
r0128_2999.047.fits,Cen X-4,14:58:22.06,-31:40:07.3,1999-01-29,06:42:39.9,2451207.7796,600.0,1.8,,,,,,YALE
r0128_2999.048.fits,Cen X-4,14:58:22.05,-31:40:07.3,1999-01-29,06:54:21.3,2451207.7877,600.0,1.7,,,,,,YALE
r0129_3099.051.fits,Cen X-4,14:58:22.10,-31:40:07.8,1999-01-30,07:06:52.9,2451208.7964,600.0,1.57,,,,,,YALE
r0129_3099.052.fits,Cen X-4,14:58:22.00,-31:40:07.8,1999-01-30,07:17:50.5,2451208.8041,600.0,1.5,,,,,,YALE
r0130_3199.046.fits,Cen X-4,14:58:22.11,-31:40:07.6,1999-01-31,06:31:20.3,2451209.7718,600.0,1.84,,,,,,YALE
r0130_3199.047.fits,Cen X-4,14:58:22.21,-31:40:07.1,1999-01-31,06:43:07.9,2451209.78,600.0,1.73,,,,,,YALE
r0131_0199.049.fits,Cen X-4,14:58:22.02,-31:40:06.3,1999-02-01,06:54:05.5,2451210.7876,600.0,1.61,,,,,,YALE
r0131_0199.048.fits,Cen X-4,14:58:22.06,-31:40:07.5,1999-02-01,06:43:06.1,2451210.7799,600.0,1.69,,,,,,YALE
r0201_0299.074.fits,Cen X-4,14:58:22.61,-31:40:16.8,1999-02-02,06:36:23.3,2451211.7753,600.0,1.72,,,,,,YALE
r0201_0299.075.fits,Cen X-4,14:58:22.63,-31:40:16.3,1999-02-02,06:47:21.3,2451211.7829,600.0,1.63,,,,,,YALE
r0202_0399.050.fits,Cen X-4,14:58:22.18,-31:40:07.6,1999-02-03,06:38:58.0,2451212.7771,600.0,1.66,,,,,,YALE
r0202_0399.051.fits,Cen X-4,14:58:22.23,-31:40:06.6,1999-02-03,06:50:02.7,2451212.7848,600.0,1.58,,,,,,YALE
r0203_0499.052.fits,Cen X-4,14:58:22.07,-31:40:08.0,1999-02-04,06:42:17.1,2451213.7794,300.0,1.61,,,,,,YALE
r0203_0499.049.fits,wCen-2,13:27:18.09,-47:32:37.0,1999-02-04,06:30:17.8,2451213.771,200.0,1.23,,,,,,YALE
r0203_0499.050.fits,wCen-2,13:27:18.14,-47:32:04.3,1999-02-04,06:34:38.8,2451213.7741,120.0,1.22,,,,,,YALE
r0203_0499.051.fits,wCen-2,13:27:18.11,-47:31:38.1,1999-02-04,06:37:37.4,2451213.7761,120.0,1.22,,,,,,YALE
r0203_0499.053.fits,Cen X-4,14:58:22.09,-31:40:05.4,1999-02-04,06:54:56.2,2451213.7882,600.0,1.52,,,,,,YALE
r0203_0499.054.fits,Cen X-4,14:58:22.09,-31:40:05.1,1999-02-04,07:05:55.0,2451213.7958,600.0,1.46,,,,,,YALE
r0204_0599.051.fits,Cen X-4,14:58:22.01,-31:40:07.6,1999-02-05,06:52:35.5,2451214.7865,600.0,1.51,,,,,,YALE
r0204_0599.047.fits,wCen-2,13:27:18.16,-47:32:37.5,1999-02-05,06:29:19.6,2451214.7704,200.0,1.23,,,,,,YALE
r0204_0599.048.fits,wCen-2,13:27:18.16,-47:32:20.8,1999-02-05,06:33:41.0,2451214.7734,120.0,1.22,,,,,,YALE
r0204_0599.049.fits,wCen-2,13:27:18.20,-47:31:37.5,1999-02-05,06:36:44.4,2451214.7755,120.0,1.21,,,,,,YALE
r0204_0599.050.fits,Cen X-4,14:58:22.11,-31:40:07.7,1999-02-05,06:41:29.7,2451214.7788,600.0,1.59,,,,,,YALE
r0205_0699.050.fits,Cen X-4,14:58:22.04,-31:40:07.2,1999-02-06,06:55:08.7,2451215.7883,600.0,1.47,,,,,,YALE
r0205_0699.051.fits,Cen X-4,14:58:21.96,-31:39:50.6,1999-02-06,07:06:08.1,2451215.7959,600.0,1.41,,,,,,YALE
r0205_0699.049.fits,wCen-2,13:27:17.92,-47:32:35.2,1999-02-06,06:50:05.1,2451215.7848,120.0,1.17,,,,,,YALE
r0205_0699.047.fits,wCen-2,13:27:18.00,-47:32:37.2,1999-02-06,06:42:48.3,2451215.7797,200.0,1.19,,,,,,YALE
r0205_0699.048.fits,wCen-2,13:27:17.86,-47:32:35.4,1999-02-06,06:47:06.9,2451215.7827,120.0,1.18,,,,,,YALE
r0206_0799.048.fits,Cen X-4,14:58:21.97,-31:40:07.3,1999-02-07,06:48:21.5,2451216.7836,600.0,1.49,,,,,,YALE
r0206_0799.044.fits,wCen-2,13:27:18.09,-47:32:36.8,1999-02-07,06:24:43.6,2451216.7672,200.0,1.22,,,,,,YALE
r0206_0799.045.fits,wCen-2,13:27:18.10,-47:31:37.3,1999-02-07,06:29:28.5,2451216.7705,120.0,1.21,,,,,,YALE
r0206_0799.046.fits,wCen-2,13:27:18.11,-47:31:36.6,1999-02-07,06:32:30.3,2451216.7726,120.0,1.2,,,,,,YALE
r0206_0799.047.fits,Cen X-4,14:58:22.02,-31:40:07.8,1999-02-07,06:37:21.2,2451216.7759,600.0,1.56,,,,,,YALE
r0207_0899.040.fits,wCen-2,13:27:17.92,-47:32:37.4,1999-02-08,05:27:44.6,2451217.7276,200.0,1.38,,,,,,YALE
r0207_0899.044.fits,Cen X-4,14:58:22.00,-31:40:07.3,1999-02-08,05:53:27.8,2451217.7455,600.0,1.9,,,,,,YALE
r0207_0899.041.fits,wCen-2,13:27:18.03,-47:32:29.7,1999-02-08,05:32:39.4,2451217.731,120.0,1.37,,,,,,YALE
r0207_0899.042.fits,wCen-2,13:27:17.94,-47:31:40.0,1999-02-08,05:35:41.2,2451217.7331,120.0,1.35,,,,,,YALE
r0207_0899.043.fits,Cen X-4,14:58:22.03,-31:40:07.7,1999-02-08,05:42:29.7,2451217.7378,600.0,2.03,,,,,,YALE
r0208_0999.075.fits,Cen X-4,14:58:21.94,-31:40:07.1,1999-02-09,06:51:14.1,2451218.7856,600.0,1.43,,,,,,YALE
r0208_0999.071.fits,wCen-2,13:27:18.10,-47:32:38.6,1999-02-09,06:27:20.6,2451218.769,200.0,1.2,,,,,,YALE
r0208_0999.073.fits,wCen-2,13:27:18.15,-47:31:38.3,1999-02-09,06:34:49.9,2451218.7742,120.0,1.18,,,,,,YALE
r0208_0999.072.fits,wCen-2,13:27:18.06,-47:32:16.7,1999-02-09,06:31:41.6,2451218.772,120.0,1.19,,,,,,YALE
r0208_0999.074.fits,Cen X-4,14:58:22.06,-31:40:08.0,1999-02-09,06:39:57.8,2451218.7778,600.0,1.49,,,,,,YALE
r0209_1099.044.fits,wCen-2,13:27:17.99,-47:32:36.8,1999-02-10,05:36:50.7,2451219.7339,200.0,1.32,,,,,,YALE
r0209_1099.045.fits,wCen-2,13:27:17.87,-47:31:54.4,1999-02-10,05:41:58.8,2451219.7375,120.0,1.31,,,,,,YALE
r0209_1099.046.fits,wCen-2,13:27:17.96,-47:31:37.2,1999-02-10,05:44:56.9,2451219.7395,120.0,1.3,,,,,,YALE
r0209_1099.047.fits,Cen X-4,14:58:22.09,-31:40:08.0,1999-02-10,05:50:07.9,2451219.7431,600.0,1.86,,,,,,YALE
r0209_1099.048.fits,Cen X-4,14:58:22.16,-31:40:07.5,1999-02-10,06:02:01.8,2451219.7514,600.0,1.74,,,,,,YALE
r0210_1199.049.fits,wCen-2,13:27:17.95,-47:32:42.7,1999-02-11,06:33:48.7,2451220.7735,200.0,1.17,,,,,,YALE
r0210_1199.050.fits,wCen-2,13:27:17.91,-47:32:31.5,1999-02-11,06:38:19.3,2451220.7766,120.0,1.16,,,,,,YALE
r0210_1199.051.fits,wCen-2,13:27:17.95,-47:32:31.1,1999-02-11,06:41:16.7,2451220.7787,120.0,1.15,,,,,,YALE
r0210_1199.052.fits,Cen X-4,14:58:22.08,-31:40:07.6,1999-02-11,06:46:06.4,2451220.782,600.0,1.42,,,,,,YALE
r0210_1199.053.fits,Cen X-4,14:58:22.07,-31:40:06.7,1999-02-11,06:57:38.4,2451220.79,600.0,1.36,,,,,,YALE
r0211_1299.052.fits,Cen X-4,14:58:22.12,-31:40:07.8,1999-02-12,06:48:34.5,2451221.7837,600.0,1.38,,,,,,YALE
r0211_1299.051.fits,Cen X-4,14:58:22.12,-31:40:08.1,1999-02-12,06:37:37.0,2451221.7761,600.0,1.44,,,,,,YALE
r0211_1299.048.fits,wCen-2,13:27:18.04,-47:32:36.8,1999-02-12,06:24:52.2,2451221.7673,200.0,1.18,,,,,,YALE
r0211_1299.050.fits,wCen-2,13:27:17.37,-47:32:34.8,1999-02-12,06:32:09.0,2451221.7723,120.0,1.16,,,,,,YALE
r0211_1299.049.fits,wCen-2,13:27:17.95,-47:32:35.4,1999-02-12,06:29:10.9,2451221.7703,120.0,1.17,,,,,,YALE
r0212_1399.050.fits,Cen X-4,14:58:22.10,-31:40:07.5,1999-02-13,05:47:21.5,2451222.7412,600.0,1.77,,,,,,YALE
r0212_1399.051.fits,Cen X-4,14:58:22.03,-31:40:06.1,1999-02-13,05:58:19.0,2451222.7488,600.0,1.67,,,,,,YALE
r0213_1499.035.fits,Cen X-4,14:58:22.05,-31:40:07.8,1999-02-14,06:16:54.5,2451223.7617,600.0,1.51,,,,,,YALE
r0213_1499.036.fits,Cen X-4,14:58:22.04,-31:40:07.4,1999-02-14,06:27:56.6,2451223.7694,600.0,1.45,,,,,,YALE
r0214_1599.047.fits,Cen X-4,14:58:22.08,-31:40:07.7,1999-02-15,06:08:27.7,2451224.7559,600.0,1.54,,,,,,YALE
r0214_1599.048.fits,Cen X-4,14:58:21.98,-31:40:07.1,1999-02-15,06:19:25.8,2451224.7635,600.0,1.48,,,,,,YALE
r0215_1699.054.fits,Cen X-4,14:58:22.04,-31:40:07.3,1999-02-16,06:19:41.1,2451225.7637,600.0,1.45,,,,,,YALE
r0215_1699.055.fits,Cen X-4,14:58:22.20,-31:40:07.1,1999-02-16,06:30:38.7,2451225.7713,600.0,1.39,,,,,,YALE
r0216_1799.049.fits,Cen X-4,14:58:22.09,-31:40:05.0,1999-02-17,06:55:55.7,2451226.7888,600.0,1.27,,,,,,YALE
r0216_1799.050.fits,Cen X-4,14:58:22.16,-31:40:05.3,1999-02-17,07:06:58.5,2451226.7965,600.0,1.23,,,,,,YALE
r0217_1899.035.fits,Cen X-4,14:58:22.27,-31:40:05.3,1999-02-18,05:44:45.8,2451227.7394,600.0,1.63,,,,,,YALE
r0217_1899.034.fits,Cen X-4,14:58:22.14,-31:40:06.3,1999-02-18,05:33:47.5,2451227.7318,600.0,1.71,,,,,,YALE
r0218_1999.051.fits,Cen X-4,14:58:22.15,-31:40:05.4,1999-02-19,07:58:31.2,2451228.8323,600.0,1.09,,,,,,YALE
r0218_1999.052.fits,Cen X-4,14:58:22.16,-31:40:06.1,1999-02-19,08:09:30.4,2451228.8399,600.0,1.07,,,,,,YALE
r0219_2099.037.fits,Cen X-4,14:58:22.05,-31:40:07.5,1999-02-20,05:56:23.7,2451229.7475,600.0,1.5,,,,,,YALE
r0219_2099.038.fits,Cen X-4,14:58:22.11,-31:40:06.8,1999-02-20,06:07:29.1,2451229.7552,600.0,1.43,,,,,,YALE
r0220_2199.066.fits,Cen X-4,14:58:22.25,-31:40:05.6,1999-02-21,08:42:30.3,2451230.8629,600.0,1.02,,,,,,YALE
r0220_2199.067.fits,Cen X-4,14:58:22.31,-31:40:06.2,1999-02-21,08:53:46.2,2451230.8707,600.0,1.01,,,,,,YALE
r0221_2299.055.fits,Cen X-4,14:58:22.08,-31:40:05.7,1999-02-22,06:49:58.0,2451231.7847,600.0,1.22,,,,,,YALE
r0221_2299.056.fits,Cen X-4,14:58:22.30,-31:40:05.2,1999-02-22,07:00:56.3,2451231.7923,600.0,1.19,,,,,,YALE
r0222_2399.042.fits,Cen X-4,14:58:22.12,-31:40:05.5,1999-02-23,06:43:15.4,2451232.78,600.0,1.23,,,,,,YALE
r0222_2399.043.fits,Cen X-4,14:58:22.30,-31:40:05.0,1999-02-23,06:54:23.3,2451232.7878,600.0,1.2,,,,,,YALE
r0223_2499.046.fits,Cen X-4,14:58:22.02,-31:40:07.4,1999-02-24,07:24:17.5,2451233.8085,600.0,1.11,,,,,,YALE
r0223_2499.047.fits,Cen X-4,14:58:22.12,-31:40:06.8,1999-02-24,07:35:18.6,2451233.8162,600.0,1.09,,,,,,YALE
r0225_2699.034.fits,Cen X-4,14:58:22.04,-31:40:06.7,1999-02-26,06:11:41.0,2451235.7581,600.0,1.3,,,,,,YALE
r0225_2699.035.fits,Cen X-4,14:58:22.22,-31:40:06.6,1999-02-26,06:22:38.3,2451235.7657,600.0,1.26,,,,,,YALE
r0226_2799.048.fits,Cen X-4,14:58:22.05,-31:40:07.0,1999-02-27,07:52:32.5,2451236.8282,600.0,1.05,,,,,,YALE
r0226_2799.049.fits,Cen X-4,14:58:22.02,-31:40:05.2,1999-02-27,08:03:30.3,2451236.8358,600.0,1.04,,,,,,YALE
r0228_0199.032.fits,Cen X-4,14:58:22.12,-31:40:07.8,1999-03-01,05:46:36.1,2451238.7407,600.0,1.36,,,,,,YALE
r0228_0199.033.fits,Cen X-4,14:58:22.24,-31:40:06.6,1999-03-01,05:57:34.4,2451238.7483,600.0,1.31,,,,,,YALE
r0301_0299.038.fits,wCen-2,13:27:17.89,-47:32:36.2,1999-03-02,07:17:10.5,2451239.8036,120.0,1.05,,,,,,Y29903
r0301_0299.037.fits,wCen-2,13:27:18.00,-47:32:37.2,1999-03-02,07:12:45.5,2451239.8005,200.0,1.05,,,,,,Y29903
r0301_0299.036.fits,wCen-1,13:26:54.83,-47:32:37.8,1999-03-02,07:09:25.8,2451239.7982,120.0,1.05,,,,,,Y29903
r0301_0299.035.fits,wCen-1,13:26:54.83,-47:32:37.8,1999-03-02,07:06:27.6,2451239.7962,120.0,1.05,,,,,,Y29903
r0301_0299.034.fits,wCen-1,13:26:54.84,-47:32:37.2,1999-03-02,07:02:08.5,2451239.7932,200.0,1.05,,,,,,Y29903
r0301_0299.024.fits,Cen X-4,14:58:22.16,-31:40:07.3,1999-03-02,05:41:52.9,2451239.7374,600.0,1.36,,,,,,Y29901
r0301_0299.023.fits,Cen X-4,14:58:22.02,-31:40:07.3,1999-03-02,05:30:50.2,2451239.7297,600.0,1.42,,,,,,Y29901
r0301_0299.019.fits,wCen-2,13:27:17.95,-47:32:35.1,1999-03-02,04:59:20.2,2451239.7079,120.0,1.21,,,,,,Y29903
r0301_0299.018.fits,wCen-2,13:27:17.98,-47:32:35.5,1999-03-02,04:56:22.9,2451239.7058,120.0,1.21,,,,,,Y29903
r0301_0299.017.fits,wCen-2,13:27:17.99,-47:32:39.4,1999-03-02,04:52:04.6,2451239.7028,200.0,1.22,,,,,,Y29903
r0301_0299.016.fits,wCen-1,13:26:55.40,-47:31:47.5,1999-03-02,04:48:43.5,2451239.7005,120.0,1.23,,,,,,Y29903
r0301_0299.015.fits,wCen-1,13:26:55.43,-47:31:48.2,1999-03-02,04:45:45.3,2451239.6984,120.0,1.24,,,,,,Y29903
r0301_0299.014.fits,wCen-1,13:26:55.43,-47:32:46.5,1999-03-02,04:41:19.9,2451239.6954,200.0,1.25,,,,,,Y29903
r0301_0299.039.fits,wCen-2,13:27:17.98,-47:32:38.7,1999-03-02,07:20:37.2,2451239.806,120.0,1.05,,,,,,Y29903
r0302_0399.054.fits,Cen X-4,14:58:22.24,-31:40:10.3,1999-03-03,06:41:30.2,2451240.7788,600.0,1.15,,,,,,Y29901
r0302_0399.063.fits,wCen-2,13:27:18.00,-47:32:36.8,1999-03-03,07:54:32.2,2451240.8295,120.0,1.05,,,,,,Y29903
r0302_0399.059.fits,wCen-1,13:26:55.03,-47:32:37.2,1999-03-03,07:39:39.8,2451240.8192,200.0,1.05,,,,,,Y29903
r0302_0399.060.fits,wCen-1,13:26:54.91,-47:32:38.3,1999-03-03,07:43:59.3,2451240.8222,120.0,1.05,,,,,,Y29903
r0302_0399.061.fits,wCen-1,13:26:54.79,-47:32:38.2,1999-03-03,07:47:07.5,2451240.8244,120.0,1.05,,,,,,Y29903
r0302_0399.062.fits,wCen-2,13:27:18.13,-47:32:37.3,1999-03-03,07:50:12.3,2451240.8265,200.0,1.05,,,,,,Y29903
r0302_0399.064.fits,wCen-2,13:27:17.97,-47:32:36.9,1999-03-03,07:57:31.1,2451240.8316,120.0,1.05,,,,,,Y29903
r0302_0399.055.fits,Cen X-4,14:58:22.22,-31:40:07.8,1999-03-03,06:52:38.0,2451240.7866,600.0,1.12,,,,,,Y29901
r0303_0499.039.fits,wCen-2,13:27:18.00,-47:32:35.8,1999-03-04,06:06:33.7,2451241.7546,120.0,1.09,,,,,,Y29903
r0303_0499.038.fits,wCen-2,13:27:17.97,-47:32:35.7,1999-03-04,06:03:32.3,2451241.7525,120.0,1.09,,,,,,Y29903
r0303_0499.037.fits,wCen-2,13:27:17.95,-47:32:37.3,1999-03-04,05:59:11.0,2451241.7494,200.0,1.09,,,,,,Y29903
r0303_0499.036.fits,wCen-1,13:26:54.89,-47:32:35.4,1999-03-04,05:56:01.6,2451241.7472,120.0,1.1,,,,,,Y29903
r0303_0499.035.fits,wCen-1,13:26:54.92,-47:32:35.4,1999-03-04,05:52:56.2,2451241.7451,120.0,1.1,,,,,,Y29903
r0303_0499.027.fits,Cen X-4,14:58:22.67,-31:40:19.3,1999-03-04,04:48:12.6,2451241.7001,600.0,1.64,,,,,,Y29901
r0303_0499.026.fits,Cen X-4,14:58:22.84,-31:40:20.3,1999-03-04,04:36:54.1,2451241.6923,600.0,1.73,,,,,,Y29901
r0303_0499.034.fits,wCen-1,13:26:54.97,-47:32:35.9,1999-03-04,05:47:59.7,2451241.7417,200.0,1.11,,,,,,y29903
r0304_0599.038.fits,wCen-1,13:26:54.88,-47:32:36.1,1999-03-05,06:47:42.2,2451242.7831,120.0,1.06,,,,,,Y29903
r0304_0599.037.fits,wCen-1,13:26:54.92,-47:32:35.3,1999-03-05,06:42:52.4,2451242.7798,200.0,1.06,,,,,,Y29903
r0304_0599.032.fits,Cen X-4,14:58:22.27,-31:40:05.0,1999-03-05,05:55:49.5,2451242.7471,600.0,1.26,,,,,,Y29901
r0304_0599.039.fits,wCen-1,13:26:54.88,-47:32:35.4,1999-03-05,06:51:44.1,2451242.7859,120.0,1.05,,,,,,Y29903
r0304_0599.040.fits,wCen-2,13:27:18.13,-47:32:38.2,1999-03-05,06:55:01.2,2451242.7882,200.0,1.05,,,,,,Y29903
r0304_0599.041.fits,wCen-2,13:27:18.02,-47:32:37.7,1999-03-05,06:59:22.2,2451242.7912,120.0,1.05,,,,,,Y29903
r0304_0599.042.fits,wCen-2,13:27:18.05,-47:32:36.6,1999-03-05,07:02:20.4,2451242.7933,120.0,1.05,,,,,,Y29903
r0304_0599.033.fits,Cen X-4,14:58:22.27,-31:40:04.6,1999-03-05,06:06:49.8,2451242.7547,600.0,1.22,,,,,,Y29901
r0305_0699.033.fits,wCen-1,13:26:54.90,-47:32:37.0,1999-03-06,06:22:44.5,2451243.7658,120.0,1.07,,,,,,Y29903
r0305_0699.029.fits,Cen X-4,14:58:22.15,-31:40:06.9,1999-03-06,05:49:59.0,2451243.743,600.0,1.27,,,,,,Y29901
r0305_0699.030.fits,Cen X-4,14:58:22.26,-31:40:06.3,1999-03-06,06:01:00.7,2451243.7507,600.0,1.23,,,,,,Y29901
r0305_0699.031.fits,wCen-1,13:26:54.80,-47:32:37.1,1999-03-06,06:15:22.9,2451243.7607,200.0,1.07,,,,,,Y29903
r0305_0699.032.fits,wCen-1,13:26:54.82,-47:32:37.3,1999-03-06,06:19:43.2,2451243.7637,120.0,1.07,,,,,,Y29903
r0305_0699.034.fits,wCen-2,13:27:18.03,-47:32:36.8,1999-03-06,06:27:01.6,2451243.7688,200.0,1.06,,,,,,Y29903
r0305_0699.035.fits,wCen-2,13:27:18.02,-47:32:36.8,1999-03-06,06:31:26.2,2451243.7718,120.0,1.06,,,,,,Y29903
r0305_0699.036.fits,wCen-2,13:27:17.98,-47:32:36.6,1999-03-06,06:34:24.4,2451243.7739,120.0,1.06,,,,,,Y29903
r0307_0899.053.fits,Cen X-4,14:58:22.07,-31:40:07.0,1999-03-08,09:26:34.7,2451245.8935,600.0,1.02,,,,,,Y29901
r0307_0899.054.fits,Cen X-4,14:58:21.94,-31:40:07.2,1999-03-08,09:37:32.8,2451245.9011,600.0,1.02,,,,,,Y29901
r0308_0999.044.fits,Cen X-4,14:58:22.12,-31:40:05.1,1999-03-09,07:13:29.2,2451246.801,600.0,1.05,,,,,,Y29901
r0308_0999.045.fits,Cen X-4,14:58:22.27,-31:40:03.7,1999-03-09,07:25:44.3,2451246.8095,600.0,1.04,,,,,,Y29901
r0309_1099.044.fits,Cen X-4,14:58:22.03,-31:40:06.4,1999-03-10,07:12:02.8,2451247.8,600.0,1.05,,,,,,Y29901
r0309_1099.045.fits,Cen X-4,14:58:22.04,-31:40:05.5,1999-03-10,07:23:00.9,2451247.8076,600.0,1.03,,,,,,Y29901
r0310_1199.023.fits,Cen X-1,14:58:22.08,-31:40:07.7,1999-03-11,05:15:42.9,2451248.7192,600.0,1.32,,,,,,Y29901
r0310_1199.025.fits,Cen X-4,14:58:22.04,-31:40:07.3,1999-03-11,05:27:34.2,2451248.7275,600.0,1.28,,,,,,Y29901
r0313_1499.030.fits,Cen X-4,14:58:22.03,-31:40:05.9,1999-03-14,08:23:37.8,2451251.8497,600.0,1.0,,,,,,Y29901
r0313_1499.031.fits,Cen X-4,14:58:21.92,-31:40:06.6,1999-03-14,08:34:35.8,2451251.8574,600.0,1.0,,,,,,Y29901
r0314_1599.035.fits,Cen X-4,14:58:22.05,-31:40:07.4,1999-03-15,06:34:40.2,2451252.7741,600.0,1.07,,,,,,Y29901
r0314_1599.036.fits,Cen X-4,14:58:21.87,-31:40:06.2,1999-03-15,06:45:37.9,2451252.7817,600.0,1.05,,,,,,Y29901
r0315_1699.022.fits,Cen X-4,14:58:22.09,-31:40:05.6,1999-03-16,06:02:05.1,2451253.7514,600.0,1.12,,,,,,Y29901
r0316_1799.025.fits,Cen X-4,14:58:22.12,-31:40:06.3,1999-03-17,05:17:41.0,2451254.7206,600.0,1.23,,,,,,Y29901
r0316_1799.026.fits,Cen X-4,14:58:22.32,-31:40:06.3,1999-03-17,05:31:54.0,2451254.7305,600.0,1.19,,,,,,Y29901
r0317_1899.030.fits,Cen X-4,14:58:22.10,-31:40:07.4,1999-03-18,08:12:21.9,2451255.8419,600.0,1.0,,,,,,Y29901
r0317_1899.031.fits,Cen X-4,14:58:22.30,-31:40:06.4,1999-03-18,08:24:37.6,2451255.8504,600.0,1.0,,,,,,Y29901
r0318_1999.031.fits,Cen X-4,14:58:22.12,-31:40:07.3,1999-03-19,07:58:13.9,2451256.8321,600.0,1.0,,,,,,Y29901
r0318_1999.032.fits,Cen X-4,14:58:22.26,-31:40:07.1,1999-03-19,08:09:13.7,2451256.8397,600.0,1.0,,,,,,Y29901
r0319_2099.025.fits,Cen X-4,14:58:22.25,-31:40:05.0,1999-03-20,06:08:14.1,2451257.7557,600.0,1.08,,,,,,Y29901
r0319_2099.024.fits,Cen X-4,14:58:22.05,-31:40:07.6,1999-03-20,05:57:15.3,2451257.7481,600.0,1.1,,,,,,Y29901
r0320_2199.027.fits,Cen X-4,14:58:23.51,-31:40:13.4,1999-03-21,07:31:58.2,2451258.8139,600.0,1.0,,,,,,Y29901
r0320_2199.028.fits,Cen X-4,14:58:23.73,-31:40:12.3,1999-03-21,07:43:12.8,2451258.8217,600.0,1.0,,,,,,Y29901
r0321_2299.033.fits,Cen X-4,14:58:22.32,-31:40:05.6,1999-03-22,08:29:59.4,2451259.8542,600.0,1.02,,,,,,Y29901
r0321_2299.032.fits,Cen X-4,14:58:22.03,-31:40:07.9,1999-03-22,08:18:52.5,2451259.8464,600.0,1.01,,,,,,Y29901
r0322_2399.028.fits,Cen X-4,14:58:22.15,-31:40:07.4,1999-03-23,06:36:15.2,2451260.7752,600.0,1.03,,,,,,Y29901
r0322_2399.029.fits,Cen X-4,14:58:22.24,-31:40:05.6,1999-03-23,06:47:13.6,2451260.7828,600.0,1.02,,,,,,Y29901
r0323_2499.037.fits,Cen X-4,14:58:21.54,-31:40:02.1,1999-03-24,09:52:45.5,2451261.9116,600.0,1.15,,,,,,Y29901
r0324_2599.033.fits,Cen X-4,14:58:22.06,-31:40:36.2,1999-03-25,07:55:14.0,2451262.83,600.0,1.0,,,,,,Y29901
r0324_2599.034.fits,Cen X-4,14:58:22.30,-31:40:34.9,1999-03-25,08:06:22.7,2451262.8378,600.0,1.01,,,,,,Y29901
r0325_2699.046.fits,Cen X-4,14:58:21.51,-31:40:32.2,1999-03-26,09:16:33.9,2451263.8865,600.0,1.09,,,,,,Y29901
