filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,TILT1,TILT2,TILT3,OWNER
ir010201.K_ON.fits,K Dome Flat Lights ON,00:14:19.88,+14:59:31.5,2001-02-01,20:09:15.3,2451942.3398,4.01,1.41,I,K,1320,2225,1860,
ir010201.K_OFF.fits,K Dome Flat Lights OFF,01:22:35.14,+14:59:32.4,2001-02-01,21:17:19.9,2451942.387,4.01,1.41,I,K,1320,2225,1860,
ir010201.H_ON.fits,H Dome Flat Lights ON,23:59:43.43,+14:59:31.5,2001-02-01,19:54:41.2,2451942.3296,4.01,1.41,I,H,1320,2225,1860,
ir010201.H_OFF.fits,H Dome Flat Lights OFF,01:07:59.07,+14:59:32.0,2001-02-01,21:02:46.1,2451942.3769,4.01,1.41,I,H,1320,2225,1860,
ir010201.flatk.fits,K Dome Flat Lights ON,00:14:19.88,+14:59:31.5,2001-02-01,20:09:15.3,2451942.3398,4.01,1.41,I,K,1320,2225,1860,
ir010201.flath.fits,H Dome Flat Lights ON,23:59:43.43,+14:59:31.5,2001-02-01,19:54:41.2,2451942.3296,4.01,1.41,I,H,1320,2225,1860,
rccd010131.0057.fits,Cen X-4,14:58:21.23,-31:40:07.3,2001-02-01,07:08:02.7,2451941.7973,900.0,1.5,V,H,1320,2225,1860,Y20001
rccd010131.0058.fits,Cen X-4,14:58:21.23,-31:40:05.5,2001-02-01,07:26:26.3,2451941.81,900.0,1.4,I,K,1320,2225,1860,Y20001
ir010201.0081.fits,Cen X-4,14:58:21.93,-31:40:08.9,2001-02-02,06:14:25.0,2451942.76,60.03,1.91,V,H,1300,2245,1860,
ir010201.0088.fits,Cen X-4,14:58:22.03,-31:40:07.5,2001-02-02,06:31:33.1,2451942.7719,130.01,1.74,I,K,1300,2245,1860,
ir010201.0087.fits,Cen X-4,14:58:22.02,-31:40:07.4,2001-02-02,06:29:09.1,2451942.7702,130.01,1.76,I,K,1340,2225,1840,
ir010201.0085.fits,Cen X-4,14:58:21.95,-31:40:08.2,2001-02-02,06:24:21.5,2451942.7669,130.01,1.81,I,K,1340,2205,1860,
ir010201.0080.fits,Cen X-4,14:58:21.91,-31:40:08.9,2001-02-02,06:12:06.8,2451942.7584,60.03,1.94,V,H,1340,2225,1840,
ir010201.0084.fits,Cen X-4,14:58:21.96,-31:40:08.5,2001-02-02,06:21:56.9,2451942.7652,130.01,1.83,I,K,1300,2225,1880,
ir010201.0083.fits,Cen X-4,14:58:21.93,-31:40:08.3,2001-02-02,06:19:32.4,2451942.7636,130.01,1.86,I,K,1320,2245,1840,
rccd010201.0021.fits,Nova Musc,11:26:26.87,-68:40:33.1,2001-02-02,03:48:37.0,2451942.6588,1200.0,1.52,V,J,1320,2225,1860,Y20001
ir010201.0082.fits,Cen X-4,14:58:21.94,-31:40:08.1,2001-02-02,06:17:08.3,2451942.7619,130.0,1.88,I,K,1320,2225,1860,
ir010201.0075.fits,Cen X-4,14:58:22.04,-31:40:09.8,2001-02-02,06:00:35.9,2451942.7504,60.04,2.08,V,H,1320,2225,1860,
ir010201.0077.fits,Cen X-4,14:58:21.94,-31:40:09.9,2001-02-02,06:05:12.2,2451942.7536,60.04,2.02,V,H,1300,2225,1880,
ir010201.0078.fits,Cen X-4,14:58:21.92,-31:40:10.2,2001-02-02,06:07:30.7,2451942.7552,60.04,1.99,V,H,1340,2205,1860,
ir010201.0086.fits,Cen X-4,14:58:21.97,-31:40:07.7,2001-02-02,06:26:45.3,2451942.7686,130.01,1.79,I,K,1320,2205,1880,
ir010201.0079.fits,Cen X-4,14:58:21.94,-31:40:08.4,2001-02-02,06:09:48.5,2451942.7568,60.03,1.96,V,H,1320,2205,1880,
ir010201.0076.fits,Cen X-4,14:58:21.93,-31:40:09.2,2001-02-02,06:02:53.9,2451942.752,60.03,2.05,V,H,1320,2245,1840,
ir010202.flath.fits,H Dome Flat Lights ON,00:08:48.47,+14:59:31.7,2001-02-02,19:59:49.5,2451943.3332,4.01,1.41,I,H,1320,2225,1860,
rccd010201.0034.fits,Cen X-4,14:58:21.94,-31:40:08.1,2001-02-02,06:17:15.2,2451942.762,900.0,1.88,I,K,1320,2225,1860,Y20001
ir010202.flatk.fits,K Dome Flat Lights ON,00:23:24.11,+14:59:31.7,2001-02-02,20:14:22.8,2451943.3433,4.01,1.41,I,K,1320,2225,1860,
ir010202.H_OFF.fits,H Dome Flat Lights OFF,00:52:40.38,+14:59:32.0,2001-02-02,20:43:34.5,2451943.3636,4.01,1.41,I,H,1320,2225,1860,
ir010202.H_ON.fits,H Dome Flat Lights ON,00:08:48.47,+14:59:31.7,2001-02-02,19:59:49.5,2451943.3332,4.01,1.41,I,H,1320,2225,1860,
ir010202.K_OFF.fits,K Dome Flat Lights OFF,01:07:17.67,+14:59:32.2,2001-02-02,20:58:09.5,2451943.3737,4.01,1.41,I,K,1320,2225,1860,
ir010202.K_ON.fits,K Dome Flat Lights ON,00:23:24.11,+14:59:31.7,2001-02-02,20:14:22.8,2451943.3433,4.01,1.41,I,K,1320,2225,1860,
rccd010201.0021.fits,Nova Musc,11:26:26.87,-68:40:33.1,2001-02-02,03:48:37.0,2451942.6588,1200.0,1.52,V,J,1320,2225,1860,Y20001
rccd010201.0033.fits,Cen X-4,14:58:22.04,-31:40:09.8,2001-02-02,06:00:42.5,2451942.7505,900.0,2.08,V,H,1320,2225,1860,Y20001
rccd010202.0042.fits,Cen X-4,14:58:22.09,-31:40:10.0,2001-02-03,07:20:28.6,2451943.8059,900.0,1.39,I,K,1320,2225,1860,Y20001
rccd010202.0043.fits,Cen X-4,14:58:22.12,-31:39:55.1,2001-02-03,07:42:55.0,2451943.8215,900.0,1.29,V,H,1320,2225,1860,Y20001
ir010202.0452.fits,Cen X-4,14:58:22.11,-31:40:10.2,2001-02-03,07:20:21.9,2451943.8058,130.01,1.39,I,K,1320,2225,1860,
ir010202.0456.fits,Cen X-4,14:58:22.08,-31:39:56.3,2001-02-03,07:29:59.3,2451943.8125,130.01,1.35,I,K,1320,2205,1880,
ir010202.0454.fits,Cen X-4,14:58:22.11,-31:39:56.2,2001-02-03,07:25:10.8,2451943.8092,130.01,1.37,I,K,1300,2225,1880,
ir010202.0455.fits,Cen X-4,14:58:22.08,-31:39:56.3,2001-02-03,07:27:35.4,2451943.8108,130.01,1.36,I,K,1340,2205,1860,
ir010202.0457.fits,Cen X-4,14:58:22.08,-31:39:56.0,2001-02-03,07:32:23.4,2451943.8142,130.01,1.34,I,K,1340,2225,1840,
ir010202.0458.fits,Cen X-4,14:58:22.09,-31:39:55.7,2001-02-03,07:34:47.6,2451943.8158,130.01,1.33,I,K,1300,2245,1860,
ir010202.0453.fits,Cen X-4,14:58:22.09,-31:39:56.7,2001-02-03,07:22:45.8,2451943.8075,130.01,1.38,I,K,1320,2245,1840,
ir010202.0465.fits,Cen X-4,14:58:22.21,-31:39:54.0,2001-02-03,07:56:33.7,2451943.8309,60.03,1.24,V,H,1300,2245,1860,
ir010202.0460.fits,Cen X-4,14:58:22.13,-31:39:55.1,2001-02-03,07:45:05.1,2451943.823,60.03,1.28,V,H,1320,2245,1840,
ir010202.0459.fits,Cen X-4,14:58:22.12,-31:39:55.2,2001-02-03,07:42:48.0,2451943.8214,60.03,1.29,V,H,1320,2225,1860,
ir010202.0461.fits,Cen X-4,14:58:22.16,-31:39:54.9,2001-02-03,07:47:23.5,2451943.8246,60.04,1.28,V,H,1300,2225,1880,
ir010202.0464.fits,Cen X-4,14:58:22.22,-31:39:54.0,2001-02-03,07:54:16.0,2451943.8294,60.04,1.25,V,H,1340,2225,1840,
ir010202.0463.fits,Cen X-4,14:58:22.16,-31:39:54.5,2001-02-03,07:51:58.5,2451943.8278,60.03,1.26,V,H,1320,2205,1880,
ir010202.0462.fits,Cen X-4,14:58:22.17,-31:39:54.5,2001-02-03,07:49:41.3,2451943.8262,60.03,1.27,V,H,1340,2205,1860,
rccd010203.0043.fits,Nova Musc,11:26:26.88,-68:40:32.2,2001-02-04,07:31:04.6,2451944.8132,1200.0,1.28,V,J,1320,2225,1860,Y20001
rccd010203.0043.fits,Nova Musc,11:26:26.88,-68:40:32.2,2001-02-04,07:31:04.6,2451944.8132,1200.0,1.28,V,J,1320,2225,1860,Y20001
ir010204.0469.fits,Cen X-4,14:58:22.01,-31:39:56.9,2001-02-05,08:01:17.6,2451945.8342,60.03,1.2,V,H,1300,2245,1860,
ir010204.0463.fits,Cen X-4,14:58:22.09,-31:40:02.2,2001-02-05,07:47:29.8,2451945.8246,60.03,1.25,V,H,1320,2225,1860,
ir010204.0464.fits,Cen X-4,14:58:22.06,-31:39:56.5,2001-02-05,07:49:47.2,2451945.8262,60.03,1.24,V,H,1320,2245,1840,
ir010205irdarkh.0001.fits,IR dome ON,01:15:27.13,+14:59:32.4,2001-02-05,20:54:31.8,2451946.3712,4.01,1.41,R,H,1320,2225,1860,
ir010205irdarkh.0002.fits,IR dome ON,01:16:57.08,+14:59:32.4,2001-02-05,20:56:01.5,2451946.3722,4.01,1.41,R,H,1320,2255,1830,
ir010205irdarkh.0003.fits,IR dome ON,01:18:27.33,+14:59:32.4,2001-02-05,20:57:31.5,2451946.3733,4.01,1.41,R,H,1290,2225,1890,
ir010205irdarkh.0005.fits,IR dome ON,01:21:27.99,+14:59:32.5,2001-02-05,21:00:31.7,2451946.3754,4.01,1.41,R,H,1320,2195,1890,
ir010204.0468.fits,Cen X-4,14:58:22.11,-31:39:55.7,2001-02-05,07:58:59.5,2451945.8326,60.03,1.21,V,H,1340,2225,1840,
ir010204.0476.fits,Cen X-4,14:58:22.39,-31:39:52.1,2001-02-05,08:34:23.4,2451945.8572,130.01,1.12,I,K,1300,2245,1860,
ir010204.0475.fits,Cen X-4,14:58:22.34,-31:39:52.0,2001-02-05,08:31:59.7,2451945.8556,130.01,1.13,I,K,1340,2225,1840,
ir010204.0465.fits,Cen X-4,14:58:22.05,-31:39:56.2,2001-02-05,07:52:05.3,2451945.8278,60.03,1.23,V,H,1300,2225,1880,
ir010204.0466.fits,Cen X-4,14:58:22.04,-31:39:56.2,2001-02-05,07:54:23.5,2451945.8294,60.03,1.22,V,H,1340,2205,1860,
ir010204.0467.fits,Cen X-4,14:58:22.09,-31:39:56.2,2001-02-05,07:56:41.2,2451945.831,60.03,1.22,V,H,1320,2205,1880,
ir010204.0474.fits,Cen X-4,14:58:22.31,-31:39:52.4,2001-02-05,08:29:35.7,2451945.8539,130.0,1.13,I,K,1320,2205,1880,
ir010204.0473.fits,Cen X-4,14:58:22.30,-31:39:52.6,2001-02-05,08:27:11.9,2451945.8522,130.01,1.14,I,K,1340,2205,1860,
ir010204.0472.fits,Cen X-4,14:58:22.26,-31:39:53.1,2001-02-05,08:24:47.7,2451945.8506,130.01,1.14,I,K,1300,2225,1880,
ir010204.0470.fits,Cen X-4,14:58:22.26,-31:39:53.3,2001-02-05,08:20:00.5,2451945.8472,130.01,1.15,I,K,1320,2225,1860,
ir010205irdarkh.0004.fits,IR dome ON,01:19:57.65,+14:59:32.5,2001-02-05,20:59:01.6,2451946.3743,4.01,1.41,R,H,1350,2195,1860,
ir010204.0471.fits,Cen X-4,14:58:22.25,-31:39:52.1,2001-02-05,08:22:23.6,2451945.8489,130.01,1.15,I,K,1320,2245,1840,
ir010205irdarkh.0007.fits,IR dome ON,01:24:28.73,+14:59:32.6,2001-02-05,21:03:31.9,2451946.3775,4.01,1.41,R,H,1290,2255,1860,
ir010205irflath.0005.fits,IR dome ON,00:45:48.30,+14:59:31.9,2001-02-05,20:24:57.6,2451946.3507,4.01,1.41,R,H,1320,2195,1890,
rccd010204.0043.fits,Cen X-4,14:58:22.08,-31:39:59.5,2001-02-05,07:47:36.5,2451945.8247,900.0,1.25,V,H,1320,2225,1860,Y20001
ir010205irdarkk.0006.fits,IR dome ON,01:35:43.32,+14:59:32.9,2001-02-05,21:14:44.8,2451946.3852,4.01,1.41,R,K,1350,2225,1830,
ir010205irdarkk.0007.fits,IR dome ON,01:37:13.18,+14:59:32.9,2001-02-05,21:16:14.4,2451946.3863,4.01,1.41,R,K,1290,2255,1860,
ir010205irflath.0001.fits,IR dome ON,00:39:48.52,+14:59:31.8,2001-02-05,20:18:58.7,2451946.3465,4.01,1.41,R,H,1320,2225,1860,
ir010205irflath.0002.fits,IR dome ON,00:41:18.46,+14:59:31.8,2001-02-05,20:20:28.5,2451946.3476,4.01,1.41,R,H,1320,2255,1830,
ir010205irflath.0003.fits,IR dome ON,00:42:48.58,+14:59:31.8,2001-02-05,20:21:58.3,2451946.3486,4.01,1.41,R,H,1290,2225,1890,
ir010205irflath.0004.fits,IR dome ON,00:44:18.98,+14:59:31.8,2001-02-05,20:23:28.5,2451946.3496,4.01,1.41,R,H,1350,2195,1860,
ir010205irdarkk.0004.fits,IR dome ON,01:32:43.97,+14:59:32.8,2001-02-05,21:11:45.9,2451946.3832,4.01,1.41,R,K,1350,2195,1860,
ir010205irflath.0006.fits,IR dome ON,00:47:18.74,+14:59:31.9,2001-02-05,20:26:27.8,2451946.3517,4.01,1.41,R,H,1350,2225,1830,
ir010205irflath.0007.fits,IR dome ON,00:48:48.37,+14:59:31.9,2001-02-05,20:27:57.2,2451946.3527,4.01,1.41,R,H,1290,2255,1860,
ir010205irflatk.0001.fits,IR dome ON,00:50:40.71,+14:59:31.9,2001-02-05,20:29:49.2,2451946.354,4.01,1.41,R,K,1320,2225,1860,
ir010205irflatk.0002.fits,IR dome ON,00:52:10.27,+14:59:31.9,2001-02-05,20:31:18.6,2451946.3551,4.01,1.41,R,K,1320,2255,1830,
ir010205irflatk.0003.fits,IR dome ON,00:53:40.90,+14:59:32.0,2001-02-05,20:32:48.9,2451946.3561,4.01,1.41,R,K,1290,2225,1890,
ir010205irflatk.0004.fits,IR dome ON,00:55:11.15,+14:59:32.0,2001-02-05,20:34:19.0,2451946.3572,4.01,1.41,R,K,1350,2195,1860,
ir010205irflatk.0005.fits,IR dome ON,00:56:41.25,+14:59:32.0,2001-02-05,20:35:48.8,2451946.3582,4.01,1.41,R,K,1320,2195,1890,
ir010205irflatk.0006.fits,IR dome ON,00:58:11.66,+14:59:32.0,2001-02-05,20:37:19.0,2451946.3592,4.01,1.41,R,K,1350,2225,1830,
ir010205irflatk.0007.fits,IR dome ON,00:59:42.13,+14:59:32.1,2001-02-05,20:38:49.2,2451946.3603,4.01,1.41,R,K,1290,2255,1860,
ir010205irdarkk.0003.fits,IR dome ON,01:31:13.78,+14:59:32.8,2001-02-05,21:10:16.0,2451946.3821,4.01,1.41,R,K,1290,2225,1890,
ir010205irdarkk.0002.fits,IR dome ON,01:29:43.99,+14:59:32.7,2001-02-05,21:08:46.4,2451946.3811,4.01,1.41,R,K,1320,2255,1830,
ir010205irdarkk.0001.fits,IR dome ON,01:28:14.09,+14:59:32.7,2001-02-05,21:07:16.7,2451946.3801,4.01,1.41,R,K,1320,2225,1860,
ir010205irdarkh.0006.fits,IR dome ON,01:22:58.42,+14:59:32.5,2001-02-05,21:02:01.9,2451946.3764,4.01,1.41,R,H,1350,2225,1830,
rccd010204.0044.fits,Cen X-4,14:58:22.24,-31:39:53.3,2001-02-05,08:20:07.1,2451945.8473,900.0,1.15,I,K,1320,2225,1860,Y20001
ir010205irdarkk.0005.fits,IR dome ON,01:34:13.34,+14:59:32.8,2001-02-05,21:13:15.0,2451946.3842,4.01,1.41,R,K,1320,2195,1890,
ir010205.0340.fits,Cen X-4,14:58:21.92,-31:40:15.0,2001-02-06,06:52:44.2,2451946.7866,130.0,1.48,I,K,1300,2245,1860,
ir010205.0339.fits,Cen X-4,14:58:21.94,-31:40:15.1,2001-02-06,06:50:19.9,2451946.785,130.01,1.49,I,K,1340,2225,1840,
ir010206.K_ON.fits,K Dome Flat Lights ON,00:26:45.69,+14:59:31.6,2001-02-06,20:02:02.9,2451947.3348,4.01,1.41,V,K,1320,2225,1860,
ir010206.flath.fits,H Dome Flat Lights ON,00:12:11.07,+14:59:31.5,2001-02-06,19:47:30.5,2451947.3247,4.01,1.41,V,H,1320,2225,1860,
ir010206.flatk.fits,K Dome Flat Lights ON,00:26:45.69,+14:59:31.6,2001-02-06,20:02:02.9,2451947.3348,4.01,1.41,V,K,1320,2225,1860,
ir010206.H_OFF.fits,H Dome Flat Lights OFF,00:56:06.93,+14:59:31.8,2001-02-06,20:31:19.5,2451947.3551,4.01,1.41,V,H,1320,2225,1860,
ir010206.H_ON.fits,H Dome Flat Lights ON,00:12:11.07,+14:59:31.5,2001-02-06,19:47:30.5,2451947.3247,4.01,1.41,V,H,1320,2225,1860,
ir010206.K_OFF.fits,K Dome Flat Lights OFF,01:10:42.91,+14:59:32.1,2001-02-06,20:45:53.2,2451947.3652,4.01,1.41,V,K,1320,2225,1860,
ir010205.0338.fits,Cen X-4,14:58:21.93,-31:40:15.3,2001-02-06,06:47:55.8,2451946.7833,130.01,1.51,I,K,1320,2205,1880,
ir010205.0337.fits,Cen X-4,14:58:21.96,-31:40:15.3,2001-02-06,06:45:31.9,2451946.7816,130.01,1.52,I,K,1340,2205,1860,
ir010205.0332.fits,Cen X-4,14:58:21.93,-31:40:51.2,2001-02-06,06:33:17.0,2451946.7731,60.03,1.6,V,H,1340,2225,1840,
ir010205.0335.fits,Cen X-4,14:58:21.94,-31:40:15.5,2001-02-06,06:40:43.1,2451946.7783,130.01,1.55,I,K,1320,2245,1840,
rccd010205.0043.fits,Cen X-4,14:58:22.00,-31:40:52.4,2001-02-06,06:21:52.8,2451946.7652,900.0,1.69,V,H,1320,2225,1860,Y20001
rccd010205.0044.fits,Cen X-4,14:58:21.95,-31:40:16.2,2001-02-06,06:38:26.2,2451946.7767,900.0,1.57,I,K,1320,2225,1860,Y20001
rccd010205.0023.fits,Nova Musc,11:26:26.93,-68:40:34.3,2001-02-06,03:00:38.4,2451946.6254,1200.0,1.62,V,J,1320,2225,1860,Y20001
ir010205.0327.fits,Cen X-4,14:58:22.02,-31:40:52.4,2001-02-06,06:21:46.2,2451946.7651,60.03,1.69,V,H,1320,2225,1860,
ir010205.0328.fits,Cen X-4,14:58:21.95,-31:40:52.6,2001-02-06,06:24:04.0,2451946.7667,60.04,1.67,V,H,1320,2245,1840,
rccd010205.0023.fits,Nova Musc,11:26:26.93,-68:40:34.3,2001-02-06,03:00:38.4,2451946.6254,1200.0,1.62,V,J,1320,2225,1860,Y20001
ir010205.0330.fits,Cen X-4,14:58:21.92,-31:40:51.9,2001-02-06,06:28:40.7,2451946.7699,60.03,1.64,V,H,1340,2205,1860,
ir010205.0331.fits,Cen X-4,14:58:21.93,-31:40:51.7,2001-02-06,06:30:58.8,2451946.7715,60.03,1.62,V,H,1320,2205,1880,
ir010205.0336.fits,Cen X-4,14:58:21.93,-31:40:15.7,2001-02-06,06:43:07.4,2451946.7799,130.0,1.54,I,K,1300,2225,1880,
ir010205.0333.fits,Cen X-4,14:58:21.88,-31:40:18.8,2001-02-06,06:35:35.3,2451946.7747,60.03,1.59,V,H,1300,2245,1860,
ir010205.0334.fits,Cen X-4,14:58:21.91,-31:40:16.1,2001-02-06,06:38:19.3,2451946.7766,130.01,1.57,I,K,1320,2225,1860,
ir010205.0329.fits,Cen X-4,14:58:21.95,-31:40:52.0,2001-02-06,06:26:22.4,2451946.7683,60.04,1.65,V,H,1300,2225,1880,
ir010206.0355.fits,Cen X-4,14:58:20.32,-31:40:33.6,2001-02-07,06:24:13.7,2451947.7668,60.03,1.64,V,H,1320,2245,1840,
ir010206.0356.fits,Cen X-4,14:58:20.34,-31:40:33.4,2001-02-07,06:26:31.9,2451947.7684,60.03,1.62,V,H,1300,2225,1880,
ir010206.0357.fits,Cen X-4,14:58:20.32,-31:40:33.4,2001-02-07,06:28:49.9,2451947.77,60.03,1.61,V,H,1340,2205,1860,
ir010206.0359.fits,Cen X-4,14:58:20.38,-31:40:14.5,2001-02-07,06:33:24.6,2451947.7732,60.03,1.57,V,H,1340,2225,1840,
ir010206.0360.fits,Cen X-4,14:58:20.34,-31:39:58.2,2001-02-07,06:35:42.7,2451947.7748,60.03,1.56,V,H,1300,2245,1860,
ir010206.0361.fits,Cen X-4,14:58:20.43,-31:40:30.1,2001-02-07,06:51:38.7,2451947.7859,130.01,1.46,I,K,1320,2225,1860,
ir010206.0364.fits,Cen X-4,14:58:20.54,-31:39:53.6,2001-02-07,06:58:51.6,2451947.7909,130.0,1.42,I,K,1340,2205,1860,
ir010206.0363.fits,Cen X-4,14:58:20.49,-31:40:03.9,2001-02-07,06:56:27.1,2451947.7892,130.0,1.43,I,K,1300,2225,1880,
ir010206.0354.fits,Cen X-4,14:58:20.39,-31:40:33.9,2001-02-07,06:21:55.9,2451947.7652,60.03,1.66,V,H,1320,2225,1860,
ir010206.0366.fits,Cen X-4,14:58:20.54,-31:39:52.7,2001-02-07,07:03:39.6,2451947.7942,130.01,1.4,I,K,1340,2225,1840,
ir010206.0367.fits,Cen X-4,14:58:20.57,-31:39:52.4,2001-02-07,07:06:03.8,2451947.7959,130.0,1.38,I,K,1300,2245,1860,
rccd010206.0017.fits,Nova Musc,11:26:19.65,-68:39:48.4,2001-02-07,02:47:15.8,2451947.6162,1200.0,1.65,V,J,1320,2225,1860,Y20001
ir010206.0362.fits,Cen X-4,14:58:20.45,-31:40:29.4,2001-02-07,06:54:02.5,2451947.7875,130.01,1.45,I,K,1320,2245,1840,
ir010206.0365.fits,Cen X-4,14:58:20.53,-31:39:53.3,2001-02-07,07:01:15.5,2451947.7925,130.01,1.41,I,K,1320,2205,1880,
ir010206.0358.fits,Cen X-4,14:58:20.34,-31:40:33.2,2001-02-07,06:31:07.1,2451947.7716,60.03,1.59,V,H,1320,2205,1880,
rccd010206.0017.fits,Nova Musc,11:26:19.65,-68:39:48.4,2001-02-07,02:47:15.8,2451947.6162,1200.0,1.65,V,J,1320,2225,1860,Y20001
rccd010206.0037.fits,Cen X-4,14:58:20.35,-31:40:34.3,2001-02-07,06:22:02.8,2451947.7653,900.0,1.66,V,H,1320,2225,1860,Y20001
rccd010206.0038.fits,Cen X-4,14:58:20.43,-31:40:30.1,2001-02-07,06:51:45.6,2451947.7859,900.0,1.46,I,K,1320,2225,1860,Y20001
ir010208irdarkk.0005.fits,IR dome ON,00:07:10.02,+14:59:31.0,2001-02-08,19:34:36.1,2451949.3157,4.01,1.41,I,K,1320,2195,1890,
ir010208.flatk.fits,K Dome Flat Lights ON,00:52:17.14,+14:59:31.2,2001-02-08,20:19:36.2,2451949.3469,4.01,1.41,I,K,1320,2225,1860,
ir010208.flath.fits,H Dome Flat Lights ON,00:37:41.42,+14:59:31.0,2001-02-08,20:05:02.7,2451949.3368,4.01,1.41,I,H,1320,2225,1860,
ir010207.K_ON.fits,K Dome Flat Lights ON,14:37:08.97,+15:00:11.2,2001-02-08,10:06:07.5,2451948.9209,4.01,1.41,I,K,1320,2225,1860,
ir010208irflatk.0002.fits,IR dome ON,23:29:47.66,+14:59:31.4,2001-02-08,18:57:19.7,2451949.2898,4.01,1.41,I,K,1320,2255,1830,
ir010207.K_OFF.fits,K Dome Flat Lights OFF,15:21:08.10,+15:00:08.8,2001-02-08,10:49:59.2,2451948.9514,4.01,1.41,I,K,1320,2225,1860,
ir010207.H_ON.fits,H Dome Flat Lights ON,14:22:33.45,+15:00:11.9,2001-02-08,09:51:34.4,2451948.9108,4.01,1.41,I,H,1320,2225,1860,
ir010207.H_OFF.fits,H Dome Flat Lights OFF,15:06:31.98,+15:00:09.6,2001-02-08,10:35:25.5,2451948.9413,4.01,1.41,I,H,1320,2225,1860,
ir010207.flatk.fits,K Dome Flat Lights ON,14:37:08.97,+15:00:11.2,2001-02-08,10:06:07.5,2451948.9209,4.01,1.41,I,K,1320,2225,1860,
ir010208irflatk.0003.fits,IR dome ON,23:31:17.86,+14:59:31.4,2001-02-08,18:58:49.7,2451949.2909,4.01,1.41,I,K,1290,2225,1890,
ir010208irflatk.0004.fits,IR dome ON,23:32:48.03,+14:59:31.4,2001-02-08,19:00:19.6,2451949.2919,4.01,1.41,I,K,1350,2195,1860,
ir010207.flath.fits,H Dome Flat Lights ON,14:22:33.45,+15:00:11.9,2001-02-08,09:51:34.4,2451948.9108,4.01,1.41,I,H,1320,2225,1860,
ir010208irflatk.0005.fits,IR dome ON,23:34:17.86,+14:59:31.3,2001-02-08,19:01:49.2,2451949.2929,4.01,1.41,I,K,1320,2195,1890,
ir010207.0365.fits,Cen X-4,14:58:21.93,-31:39:32.3,2001-02-08,06:54:55.3,2451948.7881,130.01,1.42,I,K,1300,2245,1860,
ir010207.0364.fits,Cen X-4,14:58:21.94,-31:39:32.2,2001-02-08,06:52:31.4,2451948.7865,130.01,1.43,I,K,1340,2225,1840,
ir010207.0363.fits,Cen X-4,14:58:21.95,-31:39:32.4,2001-02-08,06:50:07.4,2451948.7848,130.01,1.45,I,K,1320,2205,1880,
ir010207.0362.fits,Cen X-4,14:58:21.95,-31:39:32.7,2001-02-08,06:47:44.4,2451948.7832,130.01,1.46,I,K,1340,2205,1860,
ir010208.H_OFF.fits,H Dome Flat Lights OFF,01:21:39.02,+14:59:31.7,2001-02-08,20:48:53.4,2451949.3673,4.01,1.41,I,H,1320,2225,1860,
ir010208.H_ON.fits,H Dome Flat Lights ON,00:37:41.42,+14:59:31.0,2001-02-08,20:05:02.7,2451949.3368,4.01,1.41,I,H,1320,2225,1860,
ir010208irdarkh.0001.fits,IR dome ON,23:50:15.05,+14:59:31.1,2001-02-08,19:17:43.8,2451949.304,4.01,1.41,I,H,1320,2225,1860,
ir010208irdarkh.0002.fits,IR dome ON,23:51:44.16,+14:59:31.1,2001-02-08,19:19:12.7,2451949.305,4.01,1.41,I,H,1320,2255,1830,
ir010208irdarkk.0004.fits,IR dome ON,00:05:39.89,+14:59:31.0,2001-02-08,19:33:06.3,2451949.3147,4.01,1.41,I,K,1350,2195,1860,
ir010208irdarkk.0003.fits,IR dome ON,00:04:09.76,+14:59:31.0,2001-02-08,19:31:36.4,2451949.3136,4.01,1.41,I,K,1290,2225,1890,
ir010208irdarkk.0002.fits,IR dome ON,00:02:39.24,+14:59:31.0,2001-02-08,19:30:06.1,2451949.3126,4.01,1.41,I,K,1320,2255,1830,
ir010208irdarkk.0007.fits,IR dome ON,00:10:10.44,+14:59:31.0,2001-02-08,19:37:36.1,2451949.3178,4.01,1.41,I,K,1290,2255,1860,
ir010208irflath.0001.fits,IR dome ON,23:17:20.29,+14:59:31.7,2001-02-08,18:44:54.3,2451949.2812,4.01,1.41,I,H,1320,2225,1860,
ir010208irflath.0002.fits,IR dome ON,23:18:50.21,+14:59:31.6,2001-02-08,18:46:24.0,2451949.2822,4.01,1.41,I,H,1320,2255,1830,
ir010207.0361.fits,Cen X-4,14:58:21.91,-31:39:32.8,2001-02-08,06:45:20.3,2451948.7815,130.01,1.47,I,K,1300,2225,1880,
ir010208irflath.0003.fits,IR dome ON,23:20:20.54,+14:59:31.6,2001-02-08,18:47:54.1,2451949.2833,4.01,1.41,I,H,1290,2225,1890,
ir010208irflath.0004.fits,IR dome ON,23:21:50.78,+14:59:31.6,2001-02-08,18:49:24.1,2451949.2843,4.01,1.41,I,H,1350,2195,1860,
ir010208irflath.0005.fits,IR dome ON,23:23:21.14,+14:59:31.5,2001-02-08,18:50:54.2,2451949.2853,4.01,1.41,I,H,1320,2195,1890,
ir010208irflath.0006.fits,IR dome ON,23:24:51.32,+14:59:31.5,2001-02-08,18:52:24.1,2451949.2864,4.01,1.41,I,H,1350,2225,1830,
ir010208irflath.0007.fits,IR dome ON,23:26:21.61,+14:59:31.5,2001-02-08,18:53:54.2,2451949.2874,4.01,1.41,I,H,1290,2255,1860,
